,cps_name,obs,Teff,u_Teff,radius,u_radius,FeH,u_FeH,mass,u_mass,Source,chi-squared,params
47,,rj131.1109,3646,60,0.40700000000000003,0.013999999999999999,-0.45,0.08,0.408,0.040999999999999995,Mann,223.81375287141532,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.8738374574118618, true, null, -Infinity, Infinity, 0.007700173908973553, {""knot_3_y"": 0.21131485625086688, ""knot_4_y"": 0.0028614155981377793, ""knot_1_y"": -0.303757605673341, ""knot_2_y"": -0.06600056170421567}, 0.8289697635272931], [""knot_1_x"", 6016.4000715295715, false, null, -Infinity, Infinity, 0, null, 6016.4000715295715], [""knot_1_y"", 0.9123321912606193, true, null, -Infinity, Infinity, 0.003297860747863432, {""knot_3_y"": -0.24401811041461915, ""knot_4_y"": -0.0415193844994048, ""knot_2_y"": 0.30397701597025306, ""knot_0_y"": -0.30375760567334087}, 0.8672922072063842], [""knot_2_x"", 6032.839207014262, false, null, -Infinity, Infinity, 0, null, 6032.839207014262], [""knot_2_y"", 0.9206315755148994, true, null, -Infinity, Infinity, 0.002422024940386855, {""knot_3_y"": 0.7092743322990237, ""knot_4_y"": -0.03649216729199334, ""knot_1_y"": 0.30397701597025645, ""knot_0_y"": -0.06600056170421667}, 0.9110935083912847], [""knot_3_x"", 6049.3232605849025, false, null, -Infinity, Infinity, 0, null, 6049.3232605849025], [""knot_3_y"", 0.911545989311577, true, null, -Infinity, Infinity, 0.0023604018382157354, {""knot_2_y"": 0.7092743322990239, ""knot_4_y"": 0.4796321317736433, ""knot_1_y"": -0.24401811041461569, ""knot_0_y"": 0.21131485625086593}, 0.994566389576697], [""knot_4_x"", 6065.852354975091, false, null, -Infinity, Infinity, 0, null, 6065.852354975091], [""knot_4_y"", 0.9011574306370084, true, null, -Infinity, Infinity, 0.002367112044207317, {""knot_2_y"": -0.0364921672919959, ""knot_3_y"": 0.4796321317736407, ""knot_1_y"": -0.0415193844994039, ""knot_0_y"": 0.0028614155981378747}, 0.7549809088515629]]"
48,,rj122.742,5850,50,0.95,0.02,-0.15,0.1,0.94,0.05,Huber,0.900354364256578,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9702035069905748, true, null, -Infinity, Infinity, 0.0019431377727078367, {""knot_3_y"": 0.20986118181419455, ""knot_4_y"": -0.021083811080571144, ""knot_1_y"": -0.30149439979446985, ""knot_2_y"": -0.06337149054520119}, 0.9638510139568427], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9682858067962776, true, null, -Infinity, Infinity, 0.000817977106156066, {""knot_3_y"": -0.24973490644187363, ""knot_4_y"": -0.01149725450740006, ""knot_2_y"": 0.29561923290171277, ""knot_0_y"": -0.3014943997944702}, 0.7491776517660153], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9778270055861424, true, null, -Infinity, Infinity, 0.0005880302237896676, {""knot_3_y"": 0.6862726722053787, ""knot_4_y"": -0.09326252161518332, ""knot_1_y"": 0.2956192329017145, ""knot_0_y"": -0.0633714905452031}, 0.9960313451130866], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9752205303336327, true, null, -Infinity, Infinity, 0.0005645548390740777, {""knot_2_y"": 0.6862726722053822, ""knot_4_y"": 0.45188809897135207, ""knot_1_y"": -0.24973490644187138, ""knot_0_y"": 0.20986118181419308}, 0.9765099544580889], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9654008961153644, true, null, -Infinity, Infinity, 0.000607922169837732, {""knot_2_y"": -0.09326252161517846, ""knot_3_y"": 0.4518880989713557, ""knot_1_y"": -0.011497254507398736, ""knot_0_y"": -0.021083811080571144}, 0.9704801601729106]]"
49,,rj122.92,6350,80,1.9909999999999999,0.018000000000000002,0.26,0.08,1.52,0.036000000000000004,Huber,1.9939523048206338,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9748217906609872, true, null, -Infinity, Infinity, 0.002892733513642157, {""knot_3_y"": 0.21038900606048275, ""knot_4_y"": -0.02448952652965488, ""knot_1_y"": -0.30149114277349554, ""knot_2_y"": -0.05971903390220105}, 0.9175175577003964], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9688579774441913, true, null, -Infinity, Infinity, 0.00120790649132938, {""knot_3_y"": -0.2501197408888593, ""knot_4_y"": -0.007318797154248567, ""knot_2_y"": 0.289575628537845, ""knot_0_y"": -0.3014911427734961}, 0.7541216398949927], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.975375678071652, true, null, -Infinity, Infinity, 0.0008732894529012482, {""knot_3_y"": 0.6853449471770678, ""knot_4_y"": -0.09952872079138292, ""knot_1_y"": 0.2895756285378444, ""knot_0_y"": -0.05971903390219997}, 0.9874006226893131], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9733118132199068, true, null, -Infinity, Infinity, 0.0008397687017994822, {""knot_2_y"": 0.6853449471770675, ""knot_4_y"": 0.4501170561259416, ""knot_1_y"": -0.2501197408888603, ""knot_0_y"": 0.21038900606048372}, 0.9436254174899269], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9657025876131341, true, null, -Infinity, Infinity, 0.0009158613723687298, {""knot_2_y"": -0.09952872079138297, ""knot_3_y"": 0.4501170561259422, ""knot_1_y"": -0.007318797154249919, ""knot_0_y"": -0.024489526529655085}, 0.9892832964489794]]"
50,,rj122.762,5753,75,1.7469999999999999,0.042,0.05,0.1,1.13,0.065,Huber,2.1013696221739133,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9727681348089002, true, null, -Infinity, Infinity, 0.002970421811881269, {""knot_3_y"": 0.2093996442154601, ""knot_4_y"": -0.019423812570794268, ""knot_1_y"": -0.30015606289421604, ""knot_2_y"": -0.06443146665075715}, 0.9290278023651632], [""knot_1_x"", 6016.5225855923945, false, null, -Infinity, Infinity, 0, null, 6016.5225855923945], [""knot_1_y"", 0.9577054408872955, true, null, -Infinity, Infinity, 0.00125359912308398, {""knot_3_y"": -0.2499409808182966, ""knot_4_y"": -0.013436795696242463, ""knot_2_y"": 0.2972763311362435, ""knot_0_y"": -0.300156062894217}, 0.7475914264186783], [""knot_2_x"", 6033.084907153275, false, null, -Infinity, Infinity, 0, null, 6033.084907153275], [""knot_2_y"", 0.975873228058641, true, null, -Infinity, Infinity, 0.0008995800452165024, {""knot_3_y"": 0.6868936903726574, ""knot_4_y"": -0.08992939269786515, ""knot_1_y"": 0.29727633113624863, ""knot_0_y"": -0.06443146665076019}, 0.9666544634047861], [""knot_3_x"", 6049.692821578076, false, null, -Infinity, Infinity, 0, null, 6049.692821578076], [""knot_3_y"", 0.9756552870111974, true, null, -Infinity, Infinity, 0.0008643971326678956, {""knot_2_y"": 0.6868936903726599, ""knot_4_y"": 0.4532039637551287, ""knot_1_y"": -0.2499409808182912, ""knot_0_y"": 0.2093996442154576}, 0.9560399757297628], [""knot_4_x"", 6066.3464543751115, false, null, -Infinity, Infinity, 0, null, 6066.3464543751115], [""knot_4_y"", 0.9623704908721225, true, null, -Infinity, Infinity, 0.0009268933063624065, {""knot_2_y"": -0.08992939269786575, ""knot_3_y"": 0.45320396375512717, ""knot_1_y"": -0.013436795696240764, ""knot_0_y"": -0.01942381257079562}, 0.9671390354736356]]"
51,,rj122.770,5781,76,1.5330000000000001,0.04,0.09,0.1,1.092,0.073,Huber,0.8731838015237597,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.969751122176426, true, null, -Infinity, Infinity, 0.0019861825697531582, {""knot_3_y"": 0.20920269306419811, ""knot_4_y"": -0.01457728512844934, ""knot_1_y"": -0.299200703215515, ""knot_2_y"": -0.06772806848981387}, 0.958561551572562], [""knot_1_x"", 6016.440909273314, false, null, -Infinity, Infinity, 0, null, 6016.440909273314], [""knot_1_y"", 0.9572439820782017, true, null, -Infinity, Infinity, 0.0008375403524959945, {""knot_3_y"": -0.24902651779100315, ""knot_4_y"": -0.01947350630061137, ""knot_2_y"": 0.3023646004483659, ""knot_0_y"": -0.2992007032155156}, 0.9304212557044034], [""knot_2_x"", 6032.921105948776, false, null, -Infinity, Infinity, 0, null, 6032.921105948776], [""knot_2_y"", 0.9726674758895106, true, null, -Infinity, Infinity, 0.0006007553821928588, {""knot_3_y"": 0.6897551985226713, ""knot_4_y"": -0.0799101719586956, ""knot_1_y"": 0.30236460044836694, ""knot_0_y"": -0.06772806848981602}, 0.9549230612090195], [""knot_3_x"", 6049.446445074161, false, null, -Infinity, Infinity, 0, null, 6049.446445074161], [""knot_3_y"", 0.9742960093515143, true, null, -Infinity, Infinity, 0.0005785721035804675, {""knot_2_y"": 0.6897551985226708, ""knot_4_y"": 0.4570473984615393, ""knot_1_y"": -0.2490265177910031, ""knot_0_y"": 0.20920269306419623}, 0.9713477358727416], [""knot_4_x"", 6066.017050303375, false, null, -Infinity, Infinity, 0, null, 6066.017050303375], [""knot_4_y"", 0.9649934503424936, true, null, -Infinity, Infinity, 0.0006129607236421726, {""knot_2_y"": -0.07991017195869825, ""knot_3_y"": 0.4570473984615375, ""knot_1_y"": -0.0194735063006129, ""knot_0_y"": -0.014577285128450428}, 0.969641453431659]]"
52,,rj126.89,5825,75,1.49,0.035,0.02,0.1,1.08,0.063,Huber,6.431258571642075,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.0003483017955577, true, null, -Infinity, Infinity, 0.0014130050132633734, {""knot_3_y"": 0.21123617790553, ""knot_4_y"": -0.0040454137955180545, ""knot_1_y"": -0.3070673237293681, ""knot_2_y"": -0.06137274661582771}, 0.992679215404263], [""knot_1_x"", 6016.461328249134, false, null, -Infinity, Infinity, 0, null, 6016.461328249134], [""knot_1_y"", 0.9912563080734592, true, null, -Infinity, Infinity, 0.0006103219363989788, {""knot_3_y"": -0.24320857905765939, ""knot_4_y"": -0.033312646923692076, ""knot_2_y"": 0.2982758156140218, ""knot_0_y"": -0.30706732372936835}, 0.920987821742053], [""knot_2_x"", 6032.962055832962, false, null, -Infinity, Infinity, 0, null, 6032.962055832962], [""knot_2_y"", 0.9986801880753913, true, null, -Infinity, Infinity, 0.0004503320805777067, {""knot_3_y"": 0.7069355441372547, ""knot_4_y"": -0.0512741197247055, ""knot_1_y"": 0.2982758156140178, ""knot_0_y"": -0.06137274661582747}, 0.9942829729750446], [""knot_3_x"", 6049.508038259452, false, null, -Infinity, Infinity, 0, null, 6049.508038259452], [""knot_3_y"", 0.9996753922256147, true, null, -Infinity, Infinity, 0.00043711416470767063, {""knot_2_y"": 0.7069355441372503, ""knot_4_y"": 0.4722412821272273, ""knot_1_y"": -0.2432085790576647, ""knot_0_y"": 0.21123617790553106}, 0.9870945409014349], [""knot_4_x"", 6066.099399644392, false, null, -Infinity, Infinity, 0, null, 6066.099399644392], [""knot_4_y"", 0.9948957792052366, true, null, -Infinity, Infinity, 0.0004459005163656091, {""knot_2_y"": -0.05127411972471027, ""knot_3_y"": 0.47224128212722505, ""knot_1_y"": -0.03331264692369611, ""knot_0_y"": -0.0040454137955173285}, 0.9962976593892847]]"
53,,rj122.83,6325,75,1.361,0.018000000000000002,0.01,0.1,1.242,0.045,Huber,4.173991196445856,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9629558924441618, true, null, -Infinity, Infinity, 0.004130313524703359, {""knot_3_y"": 0.2098910317652368, ""knot_4_y"": -0.021305776388442128, ""knot_1_y"": -0.30043137071404763, ""knot_2_y"": -0.061076017354423244}, 0.9523087105519489], [""knot_1_x"", 6016.5225855923945, false, null, -Infinity, Infinity, 0, null, 6016.5225855923945], [""knot_1_y"", 0.9717133627569593, true, null, -Infinity, Infinity, 0.0017325686735915002, {""knot_3_y"": -0.2497841053681669, ""knot_4_y"": -0.011248499554810543, ""knot_2_y"": 0.2920518922186324, ""knot_0_y"": -0.3004313707140479}, 0.8222724507900964], [""knot_2_x"", 6033.084907153275, false, null, -Infinity, Infinity, 0, null, 6033.084907153275], [""knot_2_y"", 0.9803012060347291, true, null, -Infinity, Infinity, 0.0012519155059633903, {""knot_3_y"": 0.6872979255347503, ""knot_4_y"": -0.09284760548366501, ""knot_1_y"": 0.2920518922186325, ""knot_0_y"": -0.06107601735442402}, 0.9541072109760463], [""knot_3_x"", 6049.692821578076, false, null, -Infinity, Infinity, 0, null, 6049.692821578076], [""knot_3_y"", 0.9766962483325707, true, null, -Infinity, Infinity, 0.001205618931325087, {""knot_2_y"": 0.6872979255347526, ""knot_4_y"": 0.4534189089792177, ""knot_1_y"": -0.24978410536816714, ""knot_0_y"": 0.209891031765238}, 0.987874479044695], [""knot_4_x"", 6066.3464543751115, false, null, -Infinity, Infinity, 0, null, 6066.3464543751115], [""knot_4_y"", 0.9677625014865113, true, null, -Infinity, Infinity, 0.0013033666997455647, {""knot_2_y"": -0.09284760548366125, ""knot_3_y"": 0.4534189089792215, ""knot_1_y"": -0.011248499554811065, ""knot_0_y"": -0.02130577638844046}, 0.9396319835937837]]"
54,,rj128.491,5302,75,2.437,0.07200000000000001,-0.0,0.1,1.262,0.08900000000000001,Huber,1.0476251720922298,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9688864908301218, true, null, -Infinity, Infinity, 0.0019119366977212405, {""knot_3_y"": 0.20981129865024176, ""knot_4_y"": -0.02151471713130323, ""knot_1_y"": -0.2992712200925242, ""knot_2_y"": -0.06211526230076274}, 0.9730956364732395], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9656143937015834, true, null, -Infinity, Infinity, 0.0008025884564541627, {""knot_3_y"": -0.2508409449948822, ""knot_4_y"": -0.01065531390960624, ""knot_2_y"": 0.29322037062210055, ""knot_0_y"": -0.299271220092523}, 0.6660022669912106], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9771271573871911, true, null, -Infinity, Infinity, 0.000577160439445275, {""knot_3_y"": 0.6866622299228781, ""knot_4_y"": -0.09370464316232509, ""knot_1_y"": 0.2932203706220993, ""knot_0_y"": -0.062115262300764695}, 0.959589678517755], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9747231047200009, true, null, -Infinity, Infinity, 0.0005546539912526515, {""knot_2_y"": 0.6866622299228763, ""knot_4_y"": 0.45123719981260635, ""knot_1_y"": -0.25084094499488396, ""knot_0_y"": 0.2098112986502392}, 0.9769982504484634], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9631210632191367, true, null, -Infinity, Infinity, 0.0005975571297287464, {""knot_2_y"": -0.09370464316232759, ""knot_3_y"": 0.4512371998126045, ""knot_1_y"": -0.010655313909607196, ""knot_0_y"": -0.02151471713130453}, 0.9760171638559151]]"
55,,rj122.86,5669,75,0.9209999999999999,0.02,-0.18,0.1,0.909,0.057,Huber,0.9673647974811481,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9763999617750723, true, null, -Infinity, Infinity, 0.0019177745302694786, {""knot_3_y"": 0.21060477589598728, ""knot_4_y"": -0.022663009733418636, ""knot_1_y"": -0.30290740963008517, ""knot_2_y"": -0.0601473548261492}, 0.9708240220780541], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9691091636374594, true, null, -Infinity, Infinity, 0.000805843942618399, {""knot_3_y"": -0.24988806390832213, ""knot_4_y"": -0.00981601751615967, ""knot_2_y"": 0.29096583155371164, ""knot_0_y"": -0.3029074096300854}, 0.7402792428297557], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9770219208828697, true, null, -Infinity, Infinity, 0.0005826176923544095, {""knot_3_y"": 0.68631900638931, ""knot_4_y"": -0.09543051940568487, ""knot_1_y"": 0.2909658315537106, ""knot_0_y"": -0.060147354826150974}, 0.9580517371166138], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9741369606815378, true, null, -Infinity, Infinity, 0.0005610162814088563, {""knot_2_y"": 0.6863190063893103, ""knot_4_y"": 0.4530659567894951, ""knot_1_y"": -0.2498880639083233, ""knot_0_y"": 0.21060477589598633}, 0.9421447135441017], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9649317759311691, true, null, -Infinity, Infinity, 0.0006094008595004341, {""knot_2_y"": -0.09543051940568376, ""knot_3_y"": 0.453065956789496, ""knot_1_y"": -0.009816017516160005, ""knot_0_y"": -0.022663009733419445}, 0.955678780881885]]"
56,,rj205.84,5627,44,1.056,0.021,-0.15,0.04,0.895,0.06,Huber,5.347054661116706,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.002083222045484, true, null, -Infinity, Infinity, 0.001297998424666545, {""knot_3_y"": 0.20993361184177062, ""knot_4_y"": 0.0021963064772243996, ""knot_1_y"": -0.3041046089223129, ""knot_2_y"": -0.06851365646966097}, 0.9848813576124509], [""knot_1_x"", 6016.338815433695, false, null, -Infinity, Infinity, 0, null, 6016.338815433695], [""knot_1_y"", 0.9899765680679733, true, null, -Infinity, Infinity, 0.0005581522889232874, {""knot_3_y"": -0.24208889385654478, ""knot_4_y"": -0.04084235065855591, ""knot_2_y"": 0.30825648612671724, ""knot_0_y"": -0.3041046089223134}, 0.9823978276619992], [""knot_2_x"", 6032.716360697125, false, null, -Infinity, Infinity, 0, null, 6032.716360697125], [""knot_2_y"", 0.9978534194355374, true, null, -Infinity, Infinity, 0.0004089157447686322, {""knot_3_y"": 0.7076816215742401, ""knot_4_y"": -0.03953244605974052, ""knot_1_y"": 0.3082564861267161, ""knot_0_y"": -0.06851365646966172}, 0.9760029047913188], [""knot_3_x"", 6049.138488554242, false, null, -Infinity, Infinity, 0, null, 6049.138488554242], [""knot_3_y"", 0.9987953827488987, true, null, -Infinity, Infinity, 0.0003973833063768109, {""knot_2_y"": 0.7076816215742403, ""knot_4_y"": 0.4770882096906915, ""knot_1_y"": -0.2420888938565457, ""knot_0_y"": 0.20993361184177087}, 0.9829982441285269], [""knot_4_x"", 6065.605320366796, false, null, -Infinity, Infinity, 0, null, 6065.605320366796], [""knot_4_y"", 0.9922371428396681, true, null, -Infinity, Infinity, 0.0003997298949016733, {""knot_2_y"": -0.039532446059739414, ""knot_3_y"": 0.4770882096906925, ""knot_1_y"": -0.04084235065855597, ""knot_0_y"": 0.0021963064772247843}, 0.8459292526552684]]"
57,,rj122.94,5896,75,2.5269999999999997,0.059000000000000004,-0.17,0.1,1.33,0.069,Huber,1.8482264226032081,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9714325200066212, true, null, -Infinity, Infinity, 0.002697556998666116, {""knot_3_y"": 0.21052368599550567, ""knot_4_y"": -0.022400859149984197, ""knot_1_y"": -0.30203201043716504, ""knot_2_y"": -0.05940075177618758}, 0.9870946060496699], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.968756371089218, true, null, -Infinity, Infinity, 0.0011327312853424212, {""knot_3_y"": -0.25006888525750787, ""knot_4_y"": -0.010059997955922995, ""knot_2_y"": 0.2897737589702962, ""knot_0_y"": -0.30203201043716515}, 0.7590125881103726], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9804513705483384, true, null, -Infinity, Infinity, 0.0008200223442174307, {""knot_3_y"": 0.687014225508644, ""knot_4_y"": -0.0945203934658067, ""knot_1_y"": 0.2897737589702987, ""knot_0_y"": -0.05940075177618792}, 0.9695611697262787], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9807640069827012, true, null, -Infinity, Infinity, 0.0007902061542528001, {""knot_2_y"": 0.687014225508645, ""knot_4_y"": 0.4536375991535464, ""knot_1_y"": -0.25006888525750615, ""knot_0_y"": 0.21052368599550508}, 0.9897701440087382], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9728547233726663, true, null, -Infinity, Infinity, 0.0008572789385987146, {""knot_2_y"": -0.09452039346580732, ""knot_3_y"": 0.4536375991535464, ""knot_1_y"": -0.01005999795592392, ""knot_0_y"": -0.022400859149983503}, 0.9750084526057823]]"
58,,rj124.134,6169,50,1.4240000000000002,0.024,0.09,0.08,1.273,0.061,Huber,29.742485140891514,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9955818193924317, true, null, -Infinity, Infinity, 0.0030486438404349683, {""knot_3_y"": 0.2121672255815113, ""knot_4_y"": -0.011133673493933112, ""knot_1_y"": -0.30816218223934044, ""knot_2_y"": -0.055347522640885126}, 0.9851378700263606], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9931484104863828, true, null, -Infinity, Infinity, 0.0013113011599052622, {""knot_3_y"": -0.24447373841886427, ""knot_4_y"": -0.024634609893208193, ""knot_2_y"": 0.289018477135008, ""knot_0_y"": -0.30816218223934067}, 0.7810896537080437], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9992597558862143, true, null, -Infinity, Infinity, 0.0009728050825195785, {""knot_3_y"": 0.7047977442630176, ""knot_4_y"": -0.06555977752371797, ""knot_1_y"": 0.2890184771350107, ""knot_0_y"": -0.05534752264088763}, 0.9894247559727088], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9979620275725692, true, null, -Infinity, Infinity, 0.0009423731312794763, {""knot_2_y"": 0.704797744263021, ""knot_4_y"": 0.465454640975882, ""knot_1_y"": -0.24447373841886066, ""knot_0_y"": 0.21216722558150902}, 0.9974146009893121], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9920563577571403, true, null, -Infinity, Infinity, 0.0009780826934965865, {""knot_2_y"": -0.0655597775237138, ""knot_3_y"": 0.46545464097588446, ""knot_1_y"": -0.024634609893205844, ""knot_0_y"": -0.011133673493934806}, 1.0001184735842814]]"
59,,rj131.692,5642,50,0.9790000000000001,0.02,-0.27,0.08,0.97,0.06,Huber,6.201066913918431,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.0026885859202477, true, null, -Infinity, Infinity, 0.0013627352347636535, {""knot_3_y"": 0.2117597698415039, ""knot_4_y"": -0.00953467914224017, ""knot_1_y"": -0.30834105330597833, ""knot_2_y"": -0.05725171713698536}, 0.9930624477501457], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 1.0015540400650242, true, null, -Infinity, Infinity, 0.0005875003131926706, {""knot_3_y"": -0.2434699806504527, ""knot_4_y"": -0.026589813052154417, ""knot_2_y"": 0.29218249971325755, ""knot_0_y"": -0.3083410533059778}, 0.7915876369948166], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 1.0002983704467612, true, null, -Infinity, Infinity, 0.00043525781755072453, {""knot_3_y"": 0.7056477216444575, ""knot_4_y"": -0.06262604718916043, ""knot_1_y"": 0.29218249971325505, ""knot_0_y"": -0.057251717136982676}, 0.9911096390311791], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9993224156511418, true, null, -Infinity, Infinity, 0.00042103703334328086, {""knot_2_y"": 0.7056477216444544, ""knot_4_y"": 0.4659588725608661, ""knot_1_y"": -0.2434699806504568, ""knot_0_y"": 0.2117597698415068}, 0.991906351956882], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9981947695366233, true, null, -Infinity, Infinity, 0.00043408185597295913, {""knot_2_y"": -0.06262604718916351, ""knot_3_y"": 0.4659588725608651, ""knot_1_y"": -0.02658981305215766, ""knot_0_y"": -0.009534679142237927}, 0.9943639867976216]]"
