,cps_name,obs,Teff,u_Teff,radius,u_radius,FeH,u_FeH,mass,u_mass,Source,chi-squared,params
122,,rj152.926,4553,97,10.472000000000001,0.696,0.42,0.16,1.6159999999999999,0.256,Huber,4.379877782702149,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9511377817404459, true, null, -Infinity, Infinity, 0.0036986853756278667, {""knot_3_y"": 0.20983069271206117, ""knot_4_y"": -0.020951595027828236, ""knot_1_y"": -0.29848751733999546, ""knot_2_y"": -0.06231963492867442}, 0.9568199651439041], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.951558075827013, true, null, -Infinity, Infinity, 0.0015571462602240534, {""knot_3_y"": -0.25211568447671245, ""knot_4_y"": -0.011212957765768835, ""knot_2_y"": 0.2933738064555659, ""knot_0_y"": -0.29848751733999457}, 0.575731281266945], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9684258595547918, true, null, -Infinity, Infinity, 0.0011163209930700286, {""knot_3_y"": 0.6861086980897796, ""knot_4_y"": -0.09240621688498715, ""knot_1_y"": 0.29337380645556616, ""knot_0_y"": -0.062319634928676405}, 0.975878009110473], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9679601608065189, true, null, -Infinity, Infinity, 0.0010741327064657028, {""knot_2_y"": 0.6861086980897749, ""knot_4_y"": 0.4523083225908984, ""knot_1_y"": -0.2521156844767141, ""knot_0_y"": 0.20983069271206176}, 0.9664877096318538], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9556415207187378, true, null, -Infinity, Infinity, 0.0011565648234672227, {""knot_2_y"": -0.09240621688499642, ""knot_3_y"": 0.45230832259089215, ""knot_1_y"": -0.011212957765772559, ""knot_0_y"": -0.020951595027826408}, 0.9736278855619129]]"
123,,rj150.520,6131,75,2.134,0.134,0.13,0.1,1.4169999999999998,0.09300000000000001,Huber,1.8337573266522724,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9691861543984259, true, null, -Infinity, Infinity, 0.0027603579421948735, {""knot_3_y"": 0.2098117810054736, ""knot_4_y"": -0.020435881125969686, ""knot_1_y"": -0.30091859501462775, ""knot_2_y"": -0.06252087665263449}, 0.9593544370582692], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9681451817071942, true, null, -Infinity, Infinity, 0.001162887521067254, {""knot_3_y"": -0.24936126981950354, ""knot_4_y"": -0.012209802351410969, ""knot_2_y"": 0.29463893391167495, ""knot_0_y"": -0.3009185950146285}, 0.7410960496530338], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.972619494041204, true, null, -Infinity, Infinity, 0.0008384175233314238, {""knot_3_y"": 0.688412821401071, ""knot_4_y"": -0.09137206687181125, ""knot_1_y"": 0.2946389339116759, ""knot_0_y"": -0.06252087665263321}, 0.984619946073421], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9717666833455338, true, null, -Infinity, Infinity, 0.0008051056022755417, {""knot_2_y"": 0.6884128214010704, ""knot_4_y"": 0.451702345106884, ""knot_1_y"": -0.2493612698195027, ""knot_0_y"": 0.20981178100547554}, 0.963871428025741], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9673576176943657, true, null, -Infinity, Infinity, 0.0008632913097078737, {""knot_2_y"": -0.09137206687181275, ""knot_3_y"": 0.45170234510688306, ""knot_1_y"": -0.012209802351411345, ""knot_0_y"": -0.020435881125968523}, 0.9954714196784555]]"
124,,rj153.95,4854,97,7.478,0.24600000000000002,-0.33,0.16,1.274,0.11,Huber,1.629636716380567,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9842449405797878, true, null, -Infinity, Infinity, 0.0023921610603374103, {""knot_3_y"": 0.20818288536544033, ""knot_4_y"": -0.011018819034086125, ""knot_1_y"": -0.30083753889524495, ""knot_2_y"": -0.06953440764808248}, 0.9680117196089317], [""knot_1_x"", 6016.440909273314, false, null, -Infinity, Infinity, 0, null, 6016.440909273314], [""knot_1_y"", 0.9533048285927975, true, null, -Infinity, Infinity, 0.0010224486524167875, {""knot_3_y"": -0.24617545659363263, ""knot_4_y"": -0.024265007707356272, ""knot_2_y"": 0.30709446630939136, ""knot_0_y"": -0.3008375388952445}, 0.9201577365423982], [""knot_2_x"", 6032.921105948776, false, null, -Infinity, Infinity, 0, null, 6032.921105948776], [""knot_2_y"", 0.9727886055406398, true, null, -Infinity, Infinity, 0.000734872163744299, {""knot_3_y"": 0.6928792483980474, ""knot_4_y"": -0.07261615797521141, ""knot_1_y"": 0.3070944663093916, ""knot_0_y"": -0.06953440764808333}, 0.9663330497277368], [""knot_3_x"", 6049.446445074161, false, null, -Infinity, Infinity, 0, null, 6049.446445074161], [""knot_3_y"", 0.9754039128410927, true, null, -Infinity, Infinity, 0.0007071573131960378, {""knot_2_y"": 0.6928792483980507, ""knot_4_y"": 0.4603324149105031, ""knot_1_y"": -0.2461754565936315, ""knot_0_y"": 0.2081828853654401}, 0.9952378136520346], [""knot_4_x"", 6066.017050303375, false, null, -Infinity, Infinity, 0, null, 6066.017050303375], [""knot_4_y"", 0.9624448475813216, true, null, -Infinity, Infinity, 0.0007409049731561128, {""knot_2_y"": -0.07261615797520572, ""knot_3_y"": 0.46033241491050725, ""knot_1_y"": -0.024265007707354867, ""knot_0_y"": -0.011018819034087095}, 0.9644527513303754]]"
125,,rj76.1116,5973,8,1.0386,0.0038,-0.28,,,,VonBraun,66.02795662380215,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9595581288215275, true, null, -Infinity, Infinity, 0.004145900444566681, {""knot_3_y"": 0.21214651811123827, ""knot_4_y"": -0.0058839269542515565, ""knot_1_y"": -0.3083540284004166, ""knot_2_y"": -0.05940743553557244}, 0.9186136979885327], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9616281761378943, true, null, -Infinity, Infinity, 0.0017909199812064086, {""knot_3_y"": -0.2440368614721113, ""knot_4_y"": -0.03097694799330243, ""knot_2_y"": 0.29531825939061385, ""knot_0_y"": -0.3083540284004169}, 0.6675953980273331], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9772572640978036, true, null, -Infinity, Infinity, 0.001322235320957145, {""knot_3_y"": 0.7069628269866622, ""knot_4_y"": -0.05464860092311101, ""knot_1_y"": 0.2953182593906152, ""knot_0_y"": -0.05940743553557519}, 0.9738228074765636], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9764387410581933, true, null, -Infinity, Infinity, 0.0012804795572991306, {""knot_2_y"": 0.7069628269866635, ""knot_4_y"": 0.4699853783910731, ""knot_1_y"": -0.2440368614721104, ""knot_0_y"": 0.21214651811123486}, 0.9184914574345574], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9662923160267073, true, null, -Infinity, Infinity, 0.0013045273076063113, {""knot_2_y"": -0.05464860092310997, ""knot_3_y"": 0.4699853783910739, ""knot_1_y"": -0.030976947993302684, ""knot_0_y"": -0.005883926954253569}, 0.9724711541188636]]"
126,16895.0,rj185.804,6153,25,1.319,0.0109,0.0,,,,VonBraun,40.4248862212014,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.99276692407689, true, null, -Infinity, Infinity, 0.003274964060243514, {""knot_3_y"": 0.212410552296317, ""knot_4_y"": -0.008611130927471785, ""knot_1_y"": -0.309091071116079, ""knot_2_y"": -0.0557811559243839}, 0.9865048210751873], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.996558057642041, true, null, -Infinity, Infinity, 0.0014148483903006653, {""knot_3_y"": -0.24408436979905163, ""knot_4_y"": -0.027826925558163875, ""knot_2_y"": 0.2902707752486585, ""knot_0_y"": -0.3090910711160799}, 0.8211130681664033], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 1.0042097918327184, true, null, -Infinity, Infinity, 0.0010504951629320262, {""knot_3_y"": 0.7065503374575766, ""knot_4_y"": -0.05962384035451594, ""knot_1_y"": 0.290270775248658, ""knot_0_y"": -0.05578115592438174}, 0.9904592068337201], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 1.0007848423086665, true, null, -Infinity, Infinity, 0.0010190161992447806, {""knot_2_y"": 0.7065503374575761, ""knot_4_y"": 0.46905040322358077, ""knot_1_y"": -0.24408436979905093, ""knot_0_y"": 0.21241055229632014}, 0.9920960074507161], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9931552116438517, true, null, -Infinity, Infinity, 0.0010498444389395506, {""knot_2_y"": -0.05962384035451622, ""knot_3_y"": 0.4690504032235798, ""knot_1_y"": -0.027826925558162154, ""knot_0_y"": -0.008611130927471223}, 0.9889613950077173]]"
127,22484.0,rj137.243,5998,39,1.6219,0.0242,-0.09,,,,VonBraun,14.913294864641928,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.0030171339106968, true, null, -Infinity, Infinity, 0.0020071346488047645, {""knot_3_y"": 0.21247051789401775, ""knot_4_y"": -0.00873408910156066, ""knot_1_y"": -0.30996802715823085, ""knot_2_y"": -0.05538762525378606}, 0.9978613236260964], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9987198027356355, true, null, -Infinity, Infinity, 0.0008694347765503485, {""knot_3_y"": -0.24367865805514544, ""knot_4_y"": -0.02777081213574414, ""knot_2_y"": 0.2901337127156345, ""knot_0_y"": -0.30996802715823146}, 0.787167227220425], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 1.003374738406284, true, null, -Infinity, Infinity, 0.0006463031317922064, {""knot_3_y"": 0.7068650933029452, ""knot_4_y"": -0.0597472395319007, ""knot_1_y"": 0.2901337127156308, ""knot_0_y"": -0.055387625253783726}, 0.9960331896396033], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 1.0015496622454205, true, null, -Infinity, Infinity, 0.0006269636338823484, {""knot_2_y"": 0.7068650933029408, ""knot_4_y"": 0.46903064177430565, ""knot_1_y"": -0.24367865805514996, ""knot_0_y"": 0.21247051789402005}, 0.989738714037411], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9965873696566777, true, null, -Infinity, Infinity, 0.0006463974014677793, {""knot_2_y"": -0.05974723953190561, ""knot_3_y"": 0.469030641774303, ""knot_1_y"": -0.027770812135747128, ""knot_0_y"": -0.008734089101558117}, 0.9851556442580583]]"
128,34411.0,rj130.1130,5774,44,1.3314,0.0211,0.05,,,,VonBraun,5.0298404822459,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9973366424557061, true, null, -Infinity, Infinity, 0.0011829414656038839, {""knot_3_y"": 0.2124541637718499, ""knot_4_y"": -0.008697044323313346, ""knot_1_y"": -0.30993689745087916, ""knot_2_y"": -0.05531837732554738}, 0.9820988476998957], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.999841212075593, true, null, -Infinity, Infinity, 0.0005112984823115595, {""knot_3_y"": -0.24308196187182182, ""knot_4_y"": -0.027770097914359578, ""knot_2_y"": 0.2900286481842246, ""knot_0_y"": -0.30993689745087954}, 0.7494680849933921], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9883051621012974, true, null, -Infinity, Infinity, 0.0003807515467855339, {""knot_3_y"": 0.7076544965225232, ""knot_4_y"": -0.05958521766871126, ""knot_1_y"": 0.290028648184221, ""knot_0_y"": -0.055318377325547397}, 0.9768075890258575], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9880120408515405, true, null, -Infinity, Infinity, 0.00036912878935739524, {""knot_2_y"": 0.7076544965225215, ""knot_4_y"": 0.46838637224589535, ""knot_1_y"": -0.24308196187182576, ""knot_0_y"": 0.2124541637718503}, 0.9639174644455153], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9944530583760285, true, null, -Infinity, Infinity, 0.00037991924397502496, {""knot_2_y"": -0.05958521766871149, ""knot_3_y"": 0.4683863722458961, ""knot_1_y"": -0.02777009791436138, ""knot_0_y"": -0.008697044323313006}, 1.0020598131831744]]"
129,39587.0,rj185.1109,5898,25,0.9791,0.0091,-0.04,,,,VonBraun,33.93136405291551,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9902706585149054, true, null, -Infinity, Infinity, 0.003042412240113319, {""knot_3_y"": 0.2121667253468055, ""knot_4_y"": -0.006817021874495085, ""knot_1_y"": -0.30860762962902455, ""knot_2_y"": -0.05792374199882686}, 0.9837783138429685], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9967317713830878, true, null, -Infinity, Infinity, 0.0013157023481602137, {""knot_3_y"": -0.24395300460086644, ""knot_4_y"": -0.029879670900500786, ""knot_2_y"": 0.2933477201986916, ""knot_0_y"": -0.30860762962902544}, 0.77431571402448], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9983791700755028, true, null, -Infinity, Infinity, 0.0009736626074575479, {""knot_3_y"": 0.7071002446031371, ""knot_4_y"": -0.05623054366640051, ""knot_1_y"": 0.29334772019869393, ""knot_0_y"": -0.057923741998827466}, 1.0036778165270892], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.996819656190655, true, null, -Infinity, Infinity, 0.0009431985295156183, {""knot_2_y"": 0.7071002446031371, ""knot_4_y"": 0.469530015940323, ""knot_1_y"": -0.2439530046008642, ""knot_0_y"": 0.21216672534680578}, 0.9864897949942437], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9947833499109734, true, null, -Infinity, Infinity, 0.000963514599446719, {""knot_2_y"": -0.056230543666402934, ""knot_3_y"": 0.4695300159403209, ""knot_1_y"": -0.029879670900500765, ""knot_0_y"": -0.006817021874495231}, 0.9932421108941374]]"
130,48737.0,rj185.1113,6478,21,2.7098,0.0206,0.14,,,,VonBraun,124.86613270506656,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.0095534743958037, true, null, -Infinity, Infinity, 0.005544655174314053, {""knot_3_y"": 0.21247763851221468, ""knot_4_y"": -0.006843069629472882, ""knot_1_y"": -0.3098968295943372, ""knot_2_y"": -0.05659081969083454}, 0.999465607147615], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9943023233286818, true, null, -Infinity, Infinity, 0.002404268862486121, {""knot_3_y"": -0.24338956756069852, ""knot_4_y"": -0.029983383549937424, ""knot_2_y"": 0.2920179485007941, ""knot_0_y"": -0.3098968295943369}, 0.9578493535969202], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9995445847045936, true, null, -Infinity, Infinity, 0.0017856435607449613, {""knot_3_y"": 0.7081949239075143, ""knot_4_y"": -0.05564180991184058, ""knot_1_y"": 0.2920179485007971, ""knot_0_y"": -0.056590819690835806}, 0.9957347739903338], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9974373132881992, true, null, -Infinity, Infinity, 0.001731371263381839, {""knot_2_y"": 0.7081949239075168, ""knot_4_y"": 0.47019385476892656, ""knot_1_y"": -0.24338956756069496, ""knot_0_y"": 0.21247763851221205}, 0.9911531448899508], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9918086081965821, true, null, -Infinity, Infinity, 0.001770220112422666, {""knot_2_y"": -0.0556418099118382, ""knot_3_y"": 0.47019385476892767, ""knot_1_y"": -0.029983383549935735, ""knot_0_y"": -0.006843069629474862}, 0.955071073224076]]"
131,58946.0,rj185.825,6738,55,1.6553,0.0275,-0.25,,,,VonBraun,98.97301884996011,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.0059022265576223, true, null, -Infinity, Infinity, 0.005656947251309939, {""knot_3_y"": 0.2116958052104547, ""knot_4_y"": -0.010251594572015726, ""knot_1_y"": -0.30760388957584656, ""knot_2_y"": -0.059272917963898886}, 0.978361824158193], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9960006570699848, true, null, -Infinity, Infinity, 0.0024333710290431244, {""knot_3_y"": -0.2448754148913995, ""knot_4_y"": -0.025582621307025436, ""knot_2_y"": 0.2942574454123811, ""knot_0_y"": -0.30760388957584617}, 0.9689725489249883], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 1.0074605167266446, true, null, -Infinity, Infinity, 0.0017897961215497227, {""knot_3_y"": 0.7027430672969938, ""knot_4_y"": -0.06527968237444069, ""knot_1_y"": 0.29425744541238325, ""knot_0_y"": -0.05927291796390002}, 0.9892713137821968], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 1.0047565770100821, true, null, -Infinity, Infinity, 0.0017289203454153334, {""knot_2_y"": 0.702743067296994, ""knot_4_y"": 0.46456294904669937, ""knot_1_y"": -0.24487541489139789, ""knot_0_y"": 0.21169580521045456}, 1.0053206743848], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.994235626260379, true, null, -Infinity, Infinity, 0.0017863979984289269, {""knot_2_y"": -0.06527968237444223, ""knot_3_y"": 0.4645629490466985, ""knot_1_y"": -0.025582621307026328, ""knot_0_y"": -0.010251594572015549}, 0.982623884821248]]"
132,82328.0,rj185.873,6238,10,2.3653,0.0082,-0.16,,,,VonBraun,40.80736261603607,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.0113447543976553, true, null, -Infinity, Infinity, 0.0035863987898879534, {""knot_3_y"": 0.21155811702392627, ""knot_4_y"": -0.011636682763854283, ""knot_1_y"": -0.3073526554675966, ""knot_2_y"": -0.05905618051569676}, 0.9792902854094863], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9720139311692594, true, null, -Infinity, Infinity, 0.0015431890108005388, {""knot_3_y"": -0.24540504721376066, ""knot_4_y"": -0.02386245246392074, ""knot_2_y"": 0.2937378950517018, ""knot_0_y"": -0.30735265546759705}, 0.8398309170452148], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 1.0043939493643137, true, null, -Infinity, Infinity, 0.0011332699004156087, {""knot_3_y"": 0.7013194183067946, ""knot_4_y"": -0.06854968342780629, ""knot_1_y"": 0.29373789505170284, ""knot_0_y"": -0.05905618051569588}, 0.9848534674732861], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 1.0032406652405494, true, null, -Infinity, Infinity, 0.0010943806322527368, {""knot_2_y"": 0.7013194183067932, ""knot_4_y"": 0.4630594462773946, ""knot_1_y"": -0.2454050472137606, ""knot_0_y"": 0.21155811702392877}, 0.9958797151140791], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9790082119953183, true, null, -Infinity, Infinity, 0.0011368181575742678, {""knot_2_y"": -0.06854968342780973, ""knot_3_y"": 0.4630594462773926, ""knot_1_y"": -0.023862452463922604, ""knot_0_y"": -0.011636682763852806}, 0.9895693921688342]]"
133,82885.0,rj187.392,5376,43,1.0029,0.0158,0.32,,,,VonBraun,14.300229814866691,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9808094758420245, true, null, -Infinity, Infinity, 0.002025807567391372, {""knot_3_y"": 0.21203018939874566, ""knot_4_y"": -0.009718395592946672, ""knot_1_y"": -0.30819545265877835, ""knot_2_y"": -0.05669138663795851}, 0.9816255146272895], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9715485606295211, true, null, -Infinity, Infinity, 0.0008744838662341392, {""knot_3_y"": -0.24487127658827224, ""knot_4_y"": -0.02640502033600583, ""knot_2_y"": 0.29105913452687177, ""knot_0_y"": -0.3081954526587785}, 0.6168212645515632], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9917261556828164, true, null, -Infinity, Infinity, 0.0006465998270100947, {""knot_3_y"": 0.7043415275816038, ""knot_4_y"": -0.06280580066357966, ""knot_1_y"": 0.29105913452687004, ""knot_0_y"": -0.056691386637957454}, 0.996109904993363], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9931997309264593, true, null, -Infinity, Infinity, 0.0006267467658506508, {""knot_2_y"": 0.704341527581601, ""knot_4_y"": 0.4676283425441529, ""knot_1_y"": -0.24487127658827498, ""knot_0_y"": 0.21203018939874757}, 0.991787294347285], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9805429663672123, true, null, -Infinity, Infinity, 0.0006486715994820043, {""knot_2_y"": -0.06280580066358317, ""knot_3_y"": 0.4676283425441509, ""knot_1_y"": -0.026405020336008233, ""knot_0_y"": -0.009718395592946138}, 0.9875424767218925]]"
134,86728.0,rj06.1086,5619,44,1.2466,0.0205,0.19,,,,VonBraun,19.193820799310835,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9734067139362884, true, null, -Infinity, Infinity, 0.0020761012820780687, {""knot_3_y"": 0.21294295565944227, ""knot_4_y"": -0.003421522751262849, ""knot_1_y"": -0.31024036029463575, ""knot_2_y"": -0.054578827780780846}, 0.9707255640581144], [""knot_1_x"", 6016.481747294259, false, null, -Infinity, Infinity, 0, null, 6016.481747294259], [""knot_1_y"", 0.9606138997109518, true, null, -Infinity, Infinity, 0.0009024797727137686, {""knot_3_y"": -0.2426222025775529, ""knot_4_y"": -0.03434170147682947, ""knot_2_y"": 0.2899991233662737, ""knot_0_y"": -0.31024036029463636}, 0.8754289339969215], [""knot_2_x"", 6033.0030059951105, false, null, -Infinity, Infinity, 0, null, 6033.0030059951105], [""knot_2_y"", 0.9916078064983719, true, null, -Infinity, Infinity, 0.0006759657629287302, {""knot_3_y"": 0.7121896843611795, ""knot_4_y"": -0.0462958506468445, ""knot_1_y"": 0.28999912336627387, ""knot_0_y"": -0.054578827780779715}, 0.9782916837142279], [""knot_3_x"", 6049.569632071869, false, null, -Infinity, Infinity, 0, null, 6049.569632071869], [""knot_3_y"", 0.9937809112578196, true, null, -Infinity, Infinity, 0.0006598336804481032, {""knot_2_y"": 0.7121896843611772, ""knot_4_y"": 0.4768009909552725, ""knot_1_y"": -0.2426222025775529, ""knot_0_y"": 0.21294295565944518}, 0.9867302067537242], [""knot_4_x"", 6066.181750103346, false, null, -Infinity, Infinity, 0, null, 6066.181750103346], [""knot_4_y"", 0.9739883797999819, true, null, -Infinity, Infinity, 0.0006729086402136163, {""knot_2_y"": -0.046295850646848546, ""knot_3_y"": 0.47680099095526957, ""knot_1_y"": -0.03434170147682989, ""knot_0_y"": -0.0034215227512602456}, 1.0021346972624972]]"
