,cps_name,obs,Teff,u_Teff,radius,u_radius,FeH,u_FeH,mass,u_mass,Source,chi-squared,params
92,,rj117.157,6174,92,2.114,0.042,0.22,0.1,1.49,0.08199999999999999,Huber,0.6674722821755469,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9716757798347291, true, null, -Infinity, Infinity, 0.0016493005368101083, {""vsini"": 0.0009696040754717866, ""knot_1_y"": -0.298585091823956, ""knot_3_y"": 0.20888962658586846, ""knot_2_y"": -0.06741672781540767, ""knot_4_y"": -0.020728197804734165}, 1.004790565204147], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9697634892372224, true, null, -Infinity, Infinity, 0.0006940532811945536, {""vsini"": 0.04844919816456334, ""knot_2_y"": 0.30165133727420945, ""knot_3_y"": -0.24922943501642547, ""knot_0_y"": -0.2985850918239568, ""knot_4_y"": -0.010330503139189132}, 0.7526360678191831], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9780792593549033, true, null, -Infinity, Infinity, 0.0004944281827189384, {""vsini"": 0.021455539560798133, ""knot_1_y"": 0.30165133727420934, ""knot_3_y"": 0.6854584450001531, ""knot_0_y"": -0.0674167278154077, ""knot_4_y"": -0.09385073731561322}, 0.9876997184651073], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9784641940596276, true, null, -Infinity, Infinity, 0.000471910015944664, {""vsini"": 0.005833527811908081, ""knot_2_y"": 0.685458445000153, ""knot_1_y"": -0.24922943501642553, ""knot_0_y"": 0.208889626585869, ""knot_4_y"": 0.4466921830787002}, 0.9691930043236581], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9719755011563979, true, null, -Infinity, Infinity, 0.0005039993206396499, {""vsini"": 0.020263986842044605, ""knot_2_y"": -0.0938507373156133, ""knot_1_y"": -0.010330503139189585, ""knot_3_y"": 0.44669218307870046, ""knot_0_y"": -0.02072819780473314}, 0.9587298014165067], [""vsini"", 9.168450145361287, true, null, 0.0, Infinity, 0.12050863705033328, {""knot_2_y"": 0.021455539560798143, ""knot_1_y"": 0.04844919816456334, ""knot_3_y"": 0.005833527811908095, ""knot_0_y"": 0.0009696040754717753, ""knot_4_y"": 0.020263986842044616}, 10.0]]"
93,,rj119.1140,5882,87,2.064,0.076,0.16,0.1,1.325,0.096,Huber,0.5968817956510539,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9736934740231084, true, null, -Infinity, Infinity, 0.0015161049711921717, {""vsini"": 0.0018232110587521869, ""knot_1_y"": -0.3011285263700159, ""knot_3_y"": 0.20949855859841499, ""knot_2_y"": -0.06239166674594648, ""knot_4_y"": -0.02021067629216988}, 0.9549499460686869], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9689821184953478, true, null, -Infinity, Infinity, 0.0006426855026428554, {""vsini"": 0.0545189707800234, ""knot_2_y"": 0.2957295276359347, ""knot_3_y"": -0.24839424953076197, ""knot_0_y"": -0.30112852637001536, ""knot_4_y"": -0.01135080256666549}, 0.7160259453380374], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9775267131428844, true, null, -Infinity, Infinity, 0.00046266759230209663, {""vsini"": 0.023554676952450882, ""knot_1_y"": 0.29572952763593435, ""knot_3_y"": 0.6874289583603641, ""knot_0_y"": -0.062391666745945804, ""knot_4_y"": -0.09052626081526134}, 0.9817940281683237], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9743747447552332, true, null, -Infinity, Infinity, 0.0004446689939123348, {""vsini"": 0.006864721968408564, ""knot_2_y"": 0.6874289583603637, ""knot_1_y"": -0.24839424953076214, ""knot_0_y"": 0.20949855859841532, ""knot_4_y"": 0.4539263815942981}, 0.9714647308695865], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9644457707381104, true, null, -Infinity, Infinity, 0.00047846431848888805, {""vsini"": 0.02367357076011215, ""knot_2_y"": -0.09052626081526138, ""knot_1_y"": -0.011350802566665453, ""knot_3_y"": 0.45392638159429805, ""knot_0_y"": -0.020210676292169823}, 0.9255806802531074], [""vsini"", 6.66975865046692, true, null, 0.0, Infinity, 0.07679818306915212, {""knot_2_y"": 0.023554676952450896, ""knot_1_y"": 0.05451897078002338, ""knot_3_y"": 0.00686472196840858, ""knot_0_y"": 0.001823211058752229, ""knot_4_y"": 0.023673570760112155}, 10.0]]"
94,,rj117.176,6144,106,1.85,0.05,0.13,0.1,1.319,0.10099999999999999,Huber,0.6820549123906038,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9693919108745737, true, null, -Infinity, Infinity, 0.0016920433458379024, {""vsini"": 0.0005383969006414681, ""knot_1_y"": -0.29900518334913323, ""knot_3_y"": 0.2092972902427778, ""knot_2_y"": -0.06503359482531407, ""knot_4_y"": -0.02035802382784499}, 0.9608178017407216], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9785712259666498, true, null, -Infinity, Infinity, 0.0007122180861286386, {""vsini"": 0.05143105660440646, ""knot_2_y"": 0.2984484046957033, ""knot_3_y"": -0.24907129904483433, ""knot_0_y"": -0.29900518334913434, ""knot_4_y"": -0.01083835733102849}, 0.7575465013649123], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9773783858281222, true, null, -Infinity, Infinity, 0.0005100343019541166, {""vsini"": 0.02258597760953675, ""knot_1_y"": 0.29844840469570305, ""knot_3_y"": 0.6871332059613334, ""knot_0_y"": -0.0650335948253143, ""knot_4_y"": -0.09183862141013878}, 0.9621733932903198], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.974322176626896, true, null, -Infinity, Infinity, 0.00048816009663940494, {""vsini"": 0.005979758397855568, ""knot_2_y"": 0.6871332059613334, ""knot_1_y"": -0.24907129904483438, ""knot_0_y"": 0.20929729024277816, ""knot_4_y"": 0.4491846123015868}, 0.972014109420918], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.97165077835916, true, null, -Infinity, Infinity, 0.0005215591051256502, {""vsini"": 0.021358063290973332, ""knot_2_y"": -0.09183862141013888, ""knot_1_y"": -0.01083835733102854, ""knot_3_y"": 0.4491846123015868, ""knot_0_y"": -0.020358023827844605}, 0.9786477105926631], [""vsini"", 8.738246413434736, true, null, 0.0, Infinity, 0.08990098536370765, {""knot_2_y"": 0.022585977609536772, ""knot_1_y"": 0.05143105660440648, ""knot_3_y"": 0.005979758397855584, ""knot_0_y"": 0.0005383969006414557, ""knot_4_y"": 0.02135806329097334}, 10.0]]"
95,,rj117.183,5198,95,3.207,0.107,0.19,0.11,1.5519999999999998,0.154,Huber,1.1173407260137762,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.956794398625468, true, null, -Infinity, Infinity, 0, null, 0.9701524940771938], [""knot_1_x"", 6016.420490366793, false, null, -Infinity, Infinity, 0, null, 6016.420490366793], [""knot_1_y"", 0.9432277816489393, true, null, -Infinity, Infinity, 0, null, 0.9167215749043847], [""knot_2_x"", 6032.880156342545, false, null, -Infinity, Infinity, 0, null, 6032.880156342545], [""knot_2_y"", 0.9569337781079932, true, null, -Infinity, Infinity, 0, null, 0.9984770075956458], [""knot_3_x"", 6049.384852515976, false, null, -Infinity, Infinity, 0, null, 6049.384852515976], [""knot_3_y"", 0.961322504480759, true, null, -Infinity, Infinity, 0, null, 0.979204861167383], [""knot_4_x"", 6065.934702080283, false, null, -Infinity, Infinity, 0, null, 6065.934702080283], [""knot_4_y"", 0.9553823297253292, true, null, -Infinity, Infinity, 0, null, 0.9446212700559753], [""vsini"", 0.07897142116297373, true, null, 0.0, Infinity, 0, null, 10.0]]"
96,,rj117.171,6004,102,1.12,0.033,-0.38,0.1,0.922,0.059000000000000004,Huber,1.3811776157167162,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9720634242063996, true, null, -Infinity, Infinity, 0.0024020157567499955, {""vsini"": 0.0006005481137132888, ""knot_1_y"": -0.30155998355333125, ""knot_3_y"": 0.2102789763013234, ""knot_2_y"": -0.061836284371915566, ""knot_4_y"": -0.02141758260056317}, 0.9443112819925239], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9883763018368469, true, null, -Infinity, Infinity, 0.0010101453012451222, {""vsini"": 0.050553918463507555, ""knot_2_y"": 0.29415368483247173, ""knot_3_y"": -0.2486691112392248, ""knot_0_y"": -0.30155998355333097, ""knot_4_y"": -0.010010080615242467}, 0.8508647423566605], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9810754523272254, true, null, -Infinity, Infinity, 0.0007285557710437018, {""vsini"": 0.02222232930568257, ""knot_1_y"": 0.29415368483247145, ""knot_3_y"": 0.6878070927143615, ""knot_0_y"": -0.0618362843719148, ""knot_4_y"": -0.09282019896674075}, 0.9816735510814268], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9757592025819992, true, null, -Infinity, Infinity, 0.0006995091730049294, {""vsini"": 0.006454276320520689, ""knot_2_y"": 0.6878070927143611, ""knot_1_y"": -0.2486691112392253, ""knot_0_y"": 0.21027897630132397, ""knot_4_y"": 0.45128529654092603}, 0.9545591363264833], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9755813636504289, true, null, -Infinity, Infinity, 0.0007528993610814832, {""vsini"": 0.02108464420923857, ""knot_2_y"": -0.09282019896674074, ""knot_1_y"": -0.010010080615242462, ""knot_3_y"": 0.45128529654092603, ""knot_0_y"": -0.02141758260056379}, 0.9644362710376241], [""vsini"", 9.664619265306554, true, null, 0.0, Infinity, 0.12012080510750878, {""knot_2_y"": 0.02222232930568257, ""knot_1_y"": 0.050553918463507534, ""knot_3_y"": 0.0064542763205206995, ""knot_0_y"": 0.0006005481137133211, ""knot_4_y"": 0.021084644209238564}, 10.0]]"
97,,rj124.504,4883,75,2.69,0.114,0.16,0.1,1.15,0.12,Huber,3.339054774463957,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9564722029330986, true, null, -Infinity, Infinity, 0.0033049252620822697, {""vsini"": 0.005116997662078633, ""knot_1_y"": -0.2956198126602469, ""knot_3_y"": 0.20915711356716238, ""knot_2_y"": -0.0678421352884502, ""knot_4_y"": -0.01636104605254836}, 0.9721327379422211], [""knot_1_x"", 6016.481747294259, false, null, -Infinity, Infinity, 0, null, 6016.481747294259], [""knot_1_y"", 0.9545007565833626, true, null, -Infinity, Infinity, 0.0013892643456221712, {""vsini"": 0.06245371343593284, ""knot_2_y"": 0.3025188267642117, ""knot_3_y"": -0.25025169658255697, ""knot_0_y"": -0.2956198126602467, ""knot_4_y"": -0.014557325740453451}, 0.8452900031334728], [""knot_2_x"", 6033.0030059951105, false, null, -Infinity, Infinity, 0, null, 6033.0030059951105], [""knot_2_y"", 0.9691755908456138, true, null, -Infinity, Infinity, 0.0009884267640250877, {""vsini"": 0.028599805720196717, ""knot_1_y"": 0.302518826764212, ""knot_3_y"": 0.6868411042691468, ""knot_0_y"": -0.06784213528845122, ""knot_4_y"": -0.08359802834094501}, 0.976785364078021], [""knot_3_x"", 6049.569632071869, false, null, -Infinity, Infinity, 0, null, 6049.569632071869], [""knot_3_y"", 0.9693859961426866, true, null, -Infinity, Infinity, 0.0009498008672197899, {""vsini"": 0.010183261602313571, ""knot_2_y"": 0.6868411042691471, ""knot_1_y"": -0.2502516965825565, ""knot_0_y"": 0.20915711356716227, ""knot_4_y"": 0.4541366705151757}, 0.9785685641379637], [""knot_4_x"", 6066.181750103346, false, null, -Infinity, Infinity, 0, null, 6066.181750103346], [""knot_4_y"", 0.9582981770335116, true, null, -Infinity, Infinity, 0.0010092618114431531, {""vsini"": 0.031511728174039744, ""knot_2_y"": -0.08359802834094496, ""knot_1_y"": -0.014557325740453132, ""knot_3_y"": 0.4541366705151753, ""knot_0_y"": -0.01636104605254901}, 0.9495906680526504], [""vsini"", 2.2189116982273234, true, null, 0.0, Infinity, 0.11908373573825447, {""knot_2_y"": 0.028599805720196717, ""knot_1_y"": 0.06245371343593284, ""knot_3_y"": 0.010183261602313563, ""knot_0_y"": 0.005116997662078574, ""knot_4_y"": 0.03151172817403975}, 10.0]]"
98,,rj122.84,6253,75,1.851,0.044000000000000004,-0.13,0.1,1.27,0.086,Huber,0.8611684781409383,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9788453242722608, true, null, -Infinity, Infinity, 0.001902285378136298, {""vsini"": -0.001128126886309555, ""knot_1_y"": -0.30209052809954806, ""knot_3_y"": 0.2102227706210223, ""knot_2_y"": -0.061814846698723794, ""knot_4_y"": -0.02105124007303453}, 0.9684914788175744], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9789204979765246, true, null, -Infinity, Infinity, 0.0008031510849963887, {""vsini"": 0.04664442955031834, ""knot_2_y"": 0.2941949193361186, ""knot_3_y"": -0.24926113006540865, ""knot_0_y"": -0.30209052809954795, ""knot_4_y"": -0.010840999803128854}, 0.7829898815910328], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9790220244514933, true, null, -Infinity, Infinity, 0.0005785815001573506, {""vsini"": 0.02134337270587815, ""knot_1_y"": 0.2941949193361189, ""knot_3_y"": 0.6870524409263242, ""knot_0_y"": -0.061814846698724966, ""knot_4_y"": -0.09200714271011907}, 0.9829048023334481], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9761318533094535, true, null, -Infinity, Infinity, 0.0005562879411156718, {""vsini"": 0.005665653320579446, ""knot_2_y"": 0.687052440926324, ""knot_1_y"": -0.24926113006540881, ""knot_0_y"": 0.21022277062102193, ""knot_4_y"": 0.45327865987246485}, 0.948234472432791], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9723553305924073, true, null, -Infinity, Infinity, 0.0005995834916418829, {""vsini"": 0.017854015012422255, ""knot_2_y"": -0.09200714271011921, ""knot_1_y"": -0.010840999803128883, ""knot_3_y"": 0.4532786598724648, ""knot_0_y"": -0.021051240073034598}, 0.9428842126546709], [""vsini"", 11.94740413331252, true, null, 0.0, Infinity, 0.1280259546983141, {""knot_2_y"": 0.02134337270587814, ""knot_1_y"": 0.046644429550318334, ""knot_3_y"": 0.005665653320579453, ""knot_0_y"": -0.0011281268863095875, ""knot_4_y"": 0.017854015012422265}, 10.0]]"
99,,rj122.80,6131,44,1.86,0.02,-0.15,0.06,1.34,0.01,Huber,0.9300912383845148,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9802338270166303, true, null, -Infinity, Infinity, 0.0017726413101253077, {""vsini"": -0.0006389201351228023, ""knot_1_y"": -0.3013049313696653, ""knot_3_y"": 0.2100747347110058, ""knot_2_y"": -0.062146025386733944, ""knot_4_y"": -0.02200882846465621}, 0.9683758260274419], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.982506597347982, true, null, -Infinity, Infinity, 0.0007468089395655964, {""vsini"": 0.04900179548313376, ""knot_2_y"": 0.2942946953849351, ""knot_3_y"": -0.24966596371541105, ""knot_0_y"": -0.30130493136966485, ""knot_4_y"": -0.009405949084365787}, 0.8048879850830288], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9856754493184711, true, null, -Infinity, Infinity, 0.0005368911661844768, {""vsini"": 0.021871075570949708, ""knot_1_y"": 0.29429469538493563, ""knot_3_y"": 0.68579185072788, ""knot_0_y"": -0.06214602538673498, ""knot_4_y"": -0.09437663837064378}, 0.9714179900344309], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9810644928163276, true, null, -Infinity, Infinity, 0.0005158603885571864, {""vsini"": 0.00572876739030476, ""knot_2_y"": 0.6857918507278802, ""knot_1_y"": -0.24966596371541064, ""knot_0_y"": 0.21007473471100463, ""knot_4_y"": 0.4517886738062299}, 0.9688426423033946], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9734692179912826, true, null, -Infinity, Infinity, 0.0005578303778841075, {""vsini"": 0.019154419201494736, ""knot_2_y"": -0.0943766383706439, ""knot_1_y"": -0.009405949084365749, ""knot_3_y"": 0.4517886738062297, ""knot_0_y"": -0.022008828464656443}, 0.9627649782138287], [""vsini"", 11.626052136073941, true, null, 0.0, Infinity, 0.09310470600740511, {""knot_2_y"": 0.02187107557094971, ""knot_1_y"": 0.04900179548313378, ""knot_3_y"": 0.005728767390304759, ""knot_0_y"": -0.0006389201351228149, ""knot_4_y"": 0.019154419201494757}, 10.0]]"
100,,rj173.398,5066,75,5.324,0.107,-0.33,0.1,1.3719999999999999,0.073,Huber,7.377800682146172,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9888630991760894, true, null, -Infinity, Infinity, 0.0016139793640102006, {""vsini"": 0.003759994586168821, ""knot_1_y"": -0.30588796508599114, ""knot_3_y"": 0.2117295855946462, ""knot_2_y"": -0.05731234300987032, ""knot_4_y"": -0.010363786844657994}, 0.9865316146294125], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9948507946681363, true, null, -Infinity, Infinity, 0.0006941126831858019, {""vsini"": 0.05092988622010298, ""knot_2_y"": 0.29210502619004525, ""knot_3_y"": -0.24432753976969193, ""knot_0_y"": -0.3058879650859909, ""knot_4_y"": -0.023914011400553818}, 0.7038677496969851], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9887156325147656, true, null, -Infinity, Infinity, 0.0005119051242587114, {""vsini"": 0.020956059421815377, ""knot_1_y"": 0.29210502619004536, ""knot_3_y"": 0.7041825061827522, ""knot_0_y"": -0.05731234300987135, ""knot_4_y"": -0.06434743032365896}, 0.9852373888310315], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9876551647534009, true, null, -Infinity, Infinity, 0.0004949567764186814, {""vsini"": 0.006675001839952756, ""knot_2_y"": 0.7041825061827521, ""knot_1_y"": -0.24432753976969204, ""knot_0_y"": 0.21172958559464647, ""knot_4_y"": 0.4644781764497335}, 0.9770637094206177], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9902053101235435, true, null, -Infinity, Infinity, 0.0005114861775414285, {""vsini"": 0.02474872847243518, ""knot_2_y"": -0.06434743032365896, ""knot_1_y"": -0.023914011400554037, ""knot_3_y"": 0.4644781764497336, ""knot_0_y"": -0.01036378684465794}, 0.9978648683299285], [""vsini"", 2.3629303960594044, true, null, 0.0, Infinity, 0.08349668385393183, {""knot_2_y"": 0.020956059421815387, ""knot_1_y"": 0.05092988622010298, ""knot_3_y"": 0.0066750018399527634, ""knot_0_y"": 0.003759994586168781, ""knot_4_y"": 0.024748728472435186}, 10.0]]"
101,,rj122.90,5009,75,3.585,0.09,-0.02,0.1,1.327,0.094,Huber,2.299802002641499,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9561776668446462, true, null, -Infinity, Infinity, 0.0028098974729420154, {""vsini"": 0.004383873920129016, ""knot_1_y"": -0.2979320565364585, ""knot_3_y"": 0.20983638018563738, ""knot_2_y"": -0.06207797660790741, ""knot_4_y"": -0.020573419942330317}, 0.959736892860739], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9559146040865675, true, null, -Infinity, Infinity, 0.001185793880669493, {""vsini"": 0.05958318190018788, ""knot_2_y"": 0.29426310282955553, ""knot_3_y"": -0.2509778308865541, ""knot_0_y"": -0.29793205653645904, ""knot_4_y"": -0.009797883757683153}, 0.5787012755656709], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9740319900413905, true, null, -Infinity, Infinity, 0.0008492501671865128, {""vsini"": 0.026348532185766334, ""knot_1_y"": 0.29426310282955576, ""knot_3_y"": 0.6860587598885188, ""knot_0_y"": -0.06207797660790582, ""knot_4_y"": -0.09098918187208753}, 0.9825872773884338], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9734168084756909, true, null, -Infinity, Infinity, 0.0008172667410316894, {""vsini"": 0.00928171355075381, ""knot_2_y"": 0.686058759888519, ""knot_1_y"": -0.25097783088655407, ""knot_0_y"": 0.20983638018563808, ""knot_4_y"": 0.45331628906060295}, 0.957075662078772], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9596392763660149, true, null, -Infinity, Infinity, 0.0008803362595556808, {""vsini"": 0.029664595762546403, ""knot_2_y"": -0.09098918187208743, ""knot_1_y"": -0.009797883757683161, ""knot_3_y"": 0.45331628906060295, ""knot_0_y"": -0.020573419942330147}, 0.9874527665334629], [""vsini"", 2.841277911659998, true, null, 0.0, Infinity, 0.44777730248099845, {""knot_2_y"": 0.026348532185766313, ""knot_1_y"": 0.059583181900187916, ""knot_3_y"": 0.009281713550753768, ""knot_0_y"": 0.004383873920129068, ""knot_4_y"": 0.029664595762546368}, 10.0]]"
102,,rj117.174,5254,97,,,-0.94,0.16,,,Huber,1.5848477744249352,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9739770504504816, true, null, -Infinity, Infinity, 0.002525358261283444, {""vsini"": 9.579719610894623e-05, ""knot_1_y"": -0.29243836086553127, ""knot_3_y"": 0.20635022771340958, ""knot_2_y"": -0.08316438095521667, ""knot_4_y"": 0.0021689761736394505}, 0.9712133796522161], [""knot_1_x"", 6016.155050888112, false, null, -Infinity, Infinity, 0, null, 6016.155050888112], [""knot_1_y"", 0.9925901347224395, true, null, -Infinity, Infinity, 0.0010585406517476272, {""vsini"": 0.04023477780970734, ""knot_2_y"": 0.3255147117207211, ""knot_3_y"": -0.24520645572823457, ""knot_0_y"": -0.29243836086553116, ""knot_4_y"": -0.03966288090679897}, 0.9740738760446028], [""knot_2_x"", 6032.34783675458, false, null, -Infinity, Infinity, 0, null, 6032.34783675458], [""knot_2_y"", 0.9856892295204164, true, null, -Infinity, Infinity, 0.000750108705330726, {""vsini"": 0.01988559151173115, ""knot_1_y"": 0.32551471172072044, ""knot_3_y"": 0.6940087405417804, ""knot_0_y"": -0.08316438095521386, ""knot_4_y"": -0.0471090823554714}, 0.9449405117468989], [""knot_3_x"", 6048.5842063239115, false, null, -Infinity, Infinity, 0, null, 6048.5842063239115], [""knot_3_y"", 0.9787483543482045, true, null, -Infinity, Infinity, 0.0007248723052765147, {""vsini"": 0.005765695675953012, ""knot_2_y"": 0.6940087405417799, ""knot_1_y"": -0.2452064557282352, ""knot_0_y"": 0.20635022771341166, ""knot_4_y"": 0.47196768779717213}, 0.9901489400666103], [""knot_4_x"", 6064.86427690385, false, null, -Infinity, Infinity, 0, null, 6064.86427690385], [""knot_4_y"", 0.9761737270729662, true, null, -Infinity, Infinity, 0.0007364651247457423, {""vsini"": 0.016420467822348725, ""knot_2_y"": -0.047109082355471406, ""knot_1_y"": -0.039662880906799286, ""knot_3_y"": 0.4719676877971724, ""knot_0_y"": 0.002168976173639966}, 0.9797557512453441], [""vsini"", 14.194730470862456, true, null, 0.0, Infinity, 0.20075445798552058, {""knot_2_y"": 0.019885591511731148, ""knot_1_y"": 0.040234777809707314, ""knot_3_y"": 0.005765695675953028, ""knot_0_y"": 9.579719610899501e-05, ""knot_4_y"": 0.016420467822348725}, 10.0]]"
103,,rj189.1701,4991,75,2.935,0.066,0.28,0.1,1.298,0.076,Huber,40.55582623998864,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9720369822971902, true, null, -Infinity, Infinity, 0, null, 0.972715310174226], [""knot_1_x"", 6016.502166408676, false, null, -Infinity, Infinity, 0, null, 6016.502166408676], [""knot_1_y"", 0.9618328467511219, true, null, -Infinity, Infinity, 0, null, 0.7710413919800398], [""knot_2_x"", 6033.043956435212, false, null, -Infinity, Infinity, 0, null, 6033.043956435212], [""knot_2_y"", 0.9800064847465522, true, null, -Infinity, Infinity, 0, null, 0.997642266628259], [""knot_3_x"", 6049.631226511404, false, null, -Infinity, Infinity, 0, null, 6049.631226511404], [""knot_3_y"", 0.9814293419347667, true, null, -Infinity, Infinity, 0, null, 0.9993602070239553], [""knot_4_x"", 6066.264101680243, false, null, -Infinity, Infinity, 0, null, 6066.264101680243], [""knot_4_y"", 0.9687373487625212, true, null, -Infinity, Infinity, 0, null, 0.9929436433948811], [""vsini"", 0.2312283457248836, true, null, 0.0, Infinity, 0, null, 10.0]]"
