,cps_name,obs,Teff,u_Teff,radius,u_radius,FeH,u_FeH,mass,u_mass,Source,chi-squared,params
45,,rj15.943,3764,60,0.539,0.02,0.31,0.08,0.585,0.057999999999999996,Mann,123.13567663618174,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.8870557030231757, true, null, -Infinity, Infinity, 0.005829681618148108, {""vsini"": -0.005097446734833126, ""knot_1_y"": -0.30641394335850713, ""knot_3_y"": 0.2118742768942165, ""knot_2_y"": -0.0613930247201253, ""knot_4_y"": -0.006024172622926435}, 0.7724338680937175], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9475023394337014, true, null, -Infinity, Infinity, 0.002498645285756004, {""vsini"": 0.030845937887164932, ""knot_2_y"": 0.29710770424089655, ""knot_3_y"": -0.24457148389910677, ""knot_0_y"": -0.30641394335850686, ""knot_4_y"": -0.03043439259792154}, 0.7833078272883128], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9360882350482583, true, null, -Infinity, Infinity, 0.0018370610258197507, {""vsini"": 0.015604526196204139, ""knot_1_y"": 0.29710770424089616, ""knot_3_y"": 0.7055382570598724, ""knot_0_y"": -0.06139302472012558, ""knot_4_y"": -0.0558322758671941}, 0.9042944067522516], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9197355530175773, true, null, -Infinity, Infinity, 0.0017768614351381523, {""vsini"": 0.0019671012215864377, ""knot_2_y"": 0.7055382570598719, ""knot_1_y"": -0.24457148389910724, ""knot_0_y"": 0.21187427689421703, ""knot_4_y"": 0.4686662974883571}, 0.949872289616303], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9161596639843904, true, null, -Infinity, Infinity, 0.0018101467147972371, {""vsini"": 0.005660486662564077, ""knot_2_y"": -0.05583227586719405, ""knot_1_y"": -0.030434392597921463, ""knot_3_y"": 0.4686662974883571, ""knot_0_y"": -0.006024172622927199}, 0.8930135453967835], [""vsini"", 22.583840967860755, true, null, 0.0, Infinity, 0.8065889769305771, {""knot_2_y"": 0.015604526196204147, ""knot_1_y"": 0.030845937887164932, ""knot_3_y"": 0.001967101221586453, ""knot_0_y"": -0.005097446734833122, ""knot_4_y"": 0.005660486662564077}, 10.0]]"
46,,rj193.921,3353,60,0.409,0.016,0.03,0.08,0.379,0.038,Mann,76.438119450991,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.850741547977378, true, null, -Infinity, Infinity, 0.004868910860534299, {""vsini"": -0.005132406683588054, ""knot_1_y"": -0.30879439112060925, ""knot_3_y"": 0.21473825890279527, ""knot_2_y"": -0.06715220346781459, ""knot_4_y"": -0.005620496267051702}, 0.8657244331652265], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9724305999114131, true, null, -Infinity, Infinity, 0.0020579457897365234, {""vsini"": 0.013452872482341192, ""knot_2_y"": 0.3010112584459263, ""knot_3_y"": -0.2500444376160632, ""knot_0_y"": -0.3087943911206085, ""knot_4_y"": -0.030404950692721}, 0.9122179343251573], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9711454565209126, true, null, -Infinity, Infinity, 0.0014904542045856652, {""vsini"": 0.008953345947722449, ""knot_1_y"": 0.301011258445926, ""knot_3_y"": 0.7019378165244962, ""knot_0_y"": -0.06715220346781266, ""knot_4_y"": -0.05774992782132462}, 0.9444332422466363], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9428420101364923, true, null, -Infinity, Infinity, 0.0014381549064951323, {""vsini"": 0.001852783313176854, ""knot_2_y"": 0.7019378165244962, ""knot_1_y"": -0.25004443761606343, ""knot_0_y"": 0.2147382589027948, ""knot_4_y"": 0.4637096197442921}, 0.9237368644314137], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9188699047098859, true, null, -Infinity, Infinity, 0.0014561518084675767, {""vsini"": 0.0020566532243893767, ""knot_2_y"": -0.05774992782132475, ""knot_1_y"": -0.03040495069272106, ""knot_3_y"": 0.4637096197442922, ""knot_0_y"": -0.005620496267051572}, 0.8873174141088424], [""vsini"", 76.1210020773788, true, null, 0.0, Infinity, 2.8308495202284942, {""knot_2_y"": 0.008953345947722454, ""knot_1_y"": 0.013452872482341192, ""knot_3_y"": 0.0018527833131768597, ""knot_0_y"": -0.005132406683588041, ""knot_4_y"": 0.0020566532243893767}, 10.0]]"
47,,rj131.1109,3646,60,0.40700000000000003,0.013999999999999999,-0.45,0.08,0.408,0.040999999999999995,Mann,123.9541289078805,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.873429446691451, true, null, -Infinity, Infinity, 0.005774133329725381, {""vsini"": -6.713325479916725e-05, ""knot_1_y"": -0.3085717733770016, ""knot_3_y"": 0.21335680437536805, ""knot_2_y"": -0.06760861440166867, ""knot_4_y"": 0.0025146489171361842}, 0.8289697635272931], [""knot_1_x"", 6016.4000715295715, false, null, -Infinity, Infinity, 0, null, 6016.4000715295715], [""knot_1_y"", 0.9237135676738085, true, null, -Infinity, Infinity, 0.0024748107385589484, {""vsini"": 0.012216315464812662, ""knot_2_y"": 0.3048412162310118, ""knot_3_y"": -0.24638771963967365, ""knot_0_y"": -0.3085717733770018, ""knot_4_y"": -0.04100164964842192}, 0.8672922072063842], [""knot_2_x"", 6032.839207014262, false, null, -Infinity, Infinity, 0, null, 6032.839207014262], [""knot_2_y"", 0.9243901243663241, true, null, -Infinity, Infinity, 0.001807626441214212, {""vsini"": 0.007382456540915091, ""knot_1_y"": 0.30484121623101185, ""knot_3_y"": 0.7071526059082397, ""knot_0_y"": -0.0676086144016677, ""knot_4_y"": -0.03850245004551016}, 0.9110935083912847], [""knot_3_x"", 6049.3232605849025, false, null, -Infinity, Infinity, 0, null, 6049.3232605849025], [""knot_3_y"", 0.91240872246329, true, null, -Infinity, Infinity, 0.0017607459902760508, {""vsini"": 0.002957621471802869, ""knot_2_y"": 0.7071526059082396, ""knot_1_y"": -0.2463877196396734, ""knot_0_y"": 0.21335680437536872, ""knot_4_y"": 0.4781580907847837}, 0.994566389576697], [""knot_4_x"", 6065.852354975091, false, null, -Infinity, Infinity, 0, null, 6065.852354975091], [""knot_4_y"", 0.9042745216054671, true, null, -Infinity, Infinity, 0.0017668291245127494, {""vsini"": 0.004741499027765723, ""knot_2_y"": -0.03850245004551011, ""knot_1_y"": -0.041001649648421984, ""knot_3_y"": 0.47815809078478394, ""knot_0_y"": 0.002514648917137166}, 0.7549809088515629], [""vsini"", 59.30066623766202, true, null, 0.0, Infinity, 2.2839049641255795, {""knot_2_y"": 0.00738245654091509, ""knot_1_y"": 0.012216315464812664, ""knot_3_y"": 0.002957621471802863, ""knot_0_y"": -6.713325479916634e-05, ""knot_4_y"": 0.004741499027765717}, 10.0]]"
48,,rj122.742,5850,50,0.95,0.02,-0.15,0.1,0.94,0.05,Huber,0.5988861422462677,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9705456846385743, true, null, -Infinity, Infinity, 0.0015862579614507343, {""vsini"": 0.003146976701065416, ""knot_1_y"": -0.30079791271737494, ""knot_3_y"": 0.20977234028238323, ""knot_2_y"": -0.06362063202696668, ""knot_4_y"": -0.020985837969856237}, 0.9638510139568427], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9702998595927252, true, null, -Infinity, Infinity, 0.0006691423065965952, {""vsini"": 0.05352747587637787, ""knot_2_y"": 0.29685726187720346, ""knot_3_y"": -0.24906003795117546, ""knot_0_y"": -0.30079791271737477, ""knot_4_y"": -0.01017248468604193}, 0.7491776517660153], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9784582578893418, true, null, -Infinity, Infinity, 0.00047999011428270246, {""vsini"": 0.023799498047944397, ""knot_1_y"": 0.29685726187720346, ""knot_3_y"": 0.6858725058942419, ""knot_0_y"": -0.06362063202696752, ""knot_4_y"": -0.09277054515880209}, 0.9960313451130866], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9754141281908467, true, null, -Infinity, Infinity, 0.00046063816359772253, {""vsini"": 0.007755975063835585, ""knot_2_y"": 0.6858725058942419, ""knot_1_y"": -0.24906003795117534, ""knot_0_y"": 0.20977234028238276, ""knot_4_y"": 0.45189774532635696}, 0.9765099544580889], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9660938745063704, true, null, -Infinity, Infinity, 0.0004962703703625306, {""vsini"": 0.02435080854223925, ""knot_2_y"": -0.09277054515880201, ""knot_1_y"": -0.010172484686041703, ""knot_3_y"": 0.4518977453263569, ""knot_0_y"": -0.020985837969856713}, 0.9704801601729106], [""vsini"", 4.9828102575178645, true, null, 0.0, Infinity, 0.12962677688279614, {""knot_2_y"": 0.023799498047944383, ""knot_1_y"": 0.05352747587637785, ""knot_3_y"": 0.007755975063835585, ""knot_0_y"": 0.0031469767010654506, ""knot_4_y"": 0.024350808542239248}, 10.0]]"
49,,rj122.92,6350,80,1.9909999999999999,0.018000000000000002,0.26,0.08,1.52,0.036000000000000004,Huber,0.9230230034934012,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9753610711630529, true, null, -Infinity, Infinity, 0.001971593976948603, {""vsini"": 0.0010243980390709927, ""knot_1_y"": -0.300976939954437, ""knot_3_y"": 0.21023082768619122, ""knot_2_y"": -0.06037539732229521, ""knot_4_y"": -0.02442266804840042}, 0.9175175577003964], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9730612326070388, true, null, -Infinity, Infinity, 0.0008254690651744155, {""vsini"": 0.05357081627059776, ""knot_2_y"": 0.2913012516632786, ""knot_3_y"": -0.24954598866615202, ""knot_0_y"": -0.3009769399544372, ""knot_4_y"": -0.006086074221216575}, 0.7541216398949927], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.97667493487635, true, null, -Infinity, Infinity, 0.0005949344833783087, {""vsini"": 0.023616152869698506, ""knot_1_y"": 0.2913012516632788, ""knot_3_y"": 0.6845805460941701, ""knot_0_y"": -0.06037539732229424, ""knot_4_y"": -0.09918577499284027}, 0.9874006226893131], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9736646377179994, true, null, -Infinity, Infinity, 0.0005717813834294101, {""vsini"": 0.00732531814555289, ""knot_2_y"": 0.6845805460941701, ""knot_1_y"": -0.24954598866615207, ""knot_0_y"": 0.21023082768619178, ""knot_4_y"": 0.45012742503424014}, 0.9436254174899269], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9670624021949333, true, null, -Infinity, Infinity, 0.0006240307693918298, {""vsini"": 0.023079440096187093, ""knot_2_y"": -0.09918577499284027, ""knot_1_y"": -0.006086074221216358, ""knot_3_y"": 0.4501274250342402, ""knot_0_y"": -0.024422668048400105}, 0.9892832964489794], [""vsini"", 8.499975644344566, true, null, 0.0, Infinity, 0.08232072338895806, {""knot_2_y"": 0.02361615286969849, ""knot_1_y"": 0.05357081627059776, ""knot_3_y"": 0.0073253181455528804, ""knot_0_y"": 0.0010243980390710107, ""knot_4_y"": 0.023079440096187093}, 10.0]]"
50,,rj122.762,5753,75,1.7469999999999999,0.042,0.05,0.1,1.13,0.065,Huber,0.6814258925274506,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9733326338362166, true, null, -Infinity, Infinity, 0.0016945251855537957, {""vsini"": 0.0002853321936810806, ""knot_1_y"": -0.2996188796659157, ""knot_3_y"": 0.2092369141218382, ""knot_2_y"": -0.06509873885343784, ""knot_4_y"": -0.01939293675831443}, 0.9290278023651632], [""knot_1_x"", 6016.5225855923945, false, null, -Infinity, Infinity, 0, null, 6016.5225855923945], [""knot_1_y"", 0.9622146717680866, true, null, -Infinity, Infinity, 0.0007171935311160447, {""vsini"": 0.05596350676930938, ""knot_2_y"": 0.2990436947737817, ""knot_3_y"": -0.2494382476108796, ""knot_0_y"": -0.2996188796659154, ""knot_4_y"": -0.012154251726405435}, 0.7475914264186783], [""knot_2_x"", 6033.084907153275, false, null, -Infinity, Infinity, 0, null, 6033.084907153275], [""knot_2_y"", 0.9772998494220637, true, null, -Infinity, Infinity, 0.0005129524403600347, {""vsini"": 0.02442994451662445, ""knot_1_y"": 0.29904369477378145, ""knot_3_y"": 0.6860612165279194, ""knot_0_y"": -0.06509873885343737, ""knot_4_y"": -0.08963783621711265}, 0.9666544634047861], [""knot_3_x"", 6049.692821578076, false, null, -Infinity, Infinity, 0, null, 6049.692821578076], [""knot_3_y"", 0.976057689980192, true, null, -Infinity, Infinity, 0.0004925920873734128, {""vsini"": 0.005882409973573983, ""knot_2_y"": 0.6860612165279194, ""knot_1_y"": -0.24943824761088002, ""knot_0_y"": 0.20923691412183906, ""knot_4_y"": 0.45314488116129625}, 0.9560399757297628], [""knot_4_x"", 6066.3464543751115, false, null, -Infinity, Infinity, 0, null, 6066.3464543751115], [""knot_4_y"", 0.9638241321376624, true, null, -Infinity, Infinity, 0.0005285826333376644, {""vsini"": 0.02242489545885831, ""knot_2_y"": -0.08963783621711255, ""knot_1_y"": -0.012154251726405543, ""knot_3_y"": 0.4531448811612965, ""knot_0_y"": -0.019392936758313762}, 0.9671390354736356], [""vsini"", 9.346167583847368, true, null, 0.0, Infinity, 0.0522033676502507, {""knot_2_y"": 0.024429944516624457, ""knot_1_y"": 0.05596350676930938, ""knot_3_y"": 0.00588240997357398, ""knot_0_y"": 0.0002853321936811299, ""knot_4_y"": 0.022424895458858285}, 10.0]]"
51,,rj122.770,5781,76,1.5330000000000001,0.04,0.09,0.1,1.092,0.073,Huber,0.6522908136945539,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9700550323425077, true, null, -Infinity, Infinity, 0.0017181253037185941, {""vsini"": 0.0036683648053791374, ""knot_1_y"": -0.29842292778514923, ""knot_3_y"": 0.2091273074722341, ""knot_2_y"": -0.0679128941237822, ""knot_4_y"": -0.014471813440904239}, 0.958561551572562], [""knot_1_x"", 6016.440909273314, false, null, -Infinity, Infinity, 0, null, 6016.440909273314], [""knot_1_y"", 0.9590294522284691, true, null, -Infinity, Infinity, 0.0007260787677340261, {""vsini"": 0.05664583058488797, ""knot_2_y"": 0.3036310108470413, ""knot_3_y"": -0.24824438365710919, ""knot_0_y"": -0.2984229277851486, ""knot_4_y"": -0.01792133574591447}, 0.9304212557044034], [""knot_2_x"", 6032.921105948776, false, null, -Infinity, Infinity, 0, null, 6032.921105948776], [""knot_2_y"", 0.9732392562602671, true, null, -Infinity, Infinity, 0.0005196692864176484, {""vsini"": 0.02527394029458571, ""knot_1_y"": 0.30363101084704147, ""knot_3_y"": 0.6893856604910881, ""knot_0_y"": -0.06791289412378224, ""knot_4_y"": -0.07933842388746636}, 0.9549230612090195], [""knot_3_x"", 6049.446445074161, false, null, -Infinity, Infinity, 0, null, 6049.446445074161], [""knot_3_y"", 0.9744713687626139, true, null, -Infinity, Infinity, 0.0005002600280020682, {""vsini"": 0.008194758936765575, ""knot_2_y"": 0.6893856604910883, ""knot_1_y"": -0.24824438365710894, ""knot_0_y"": 0.20912730747223437, ""knot_4_y"": 0.45704449487794513}, 0.9713477358727416], [""knot_4_x"", 6066.017050303375, false, null, -Infinity, Infinity, 0, null, 6066.017050303375], [""knot_4_y"", 0.9655982100928968, true, null, -Infinity, Infinity, 0.0005302835371227766, {""vsini"": 0.0265777294734205, ""knot_2_y"": -0.07933842388746629, ""knot_1_y"": -0.01792133574591422, ""knot_3_y"": 0.457044494877945, ""knot_0_y"": -0.014471813440904086}, 0.969641453431659], [""vsini"", 4.469310258073945, true, null, 0.0, Infinity, 0.07475142278050637, {""knot_2_y"": 0.025273940294585684, ""knot_1_y"": 0.05664583058488796, ""knot_3_y"": 0.008194758936765547, ""knot_0_y"": 0.0036683648053791084, ""knot_4_y"": 0.026577729473420488}, 10.0]]"
52,,rj126.89,5825,75,1.49,0.035,0.02,0.1,1.08,0.063,Huber,1.3957946701855948,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 1.0006799367400716, true, null, -Infinity, Infinity, 0.0006588430879473944, {""vsini"": 0.0024250975396318537, ""knot_1_y"": -0.306599945241912, ""knot_3_y"": 0.21113946183022816, ""knot_2_y"": -0.061646671016856565, ""knot_4_y"": -0.003993036378007216}, 0.992679215404263], [""knot_1_x"", 6016.461328249134, false, null, -Infinity, Infinity, 0, null, 6016.461328249134], [""knot_1_y"", 0.9932539047328285, true, null, -Infinity, Infinity, 0.000285013080600609, {""vsini"": 0.04317930712865476, ""knot_2_y"": 0.2991947069003776, ""knot_3_y"": -0.24281630543785923, ""knot_0_y"": -0.3065999452419131, ""knot_4_y"": -0.03243470010928333}, 0.920987821742053], [""knot_2_x"", 6032.962055832962, false, null, -Infinity, Infinity, 0, null, 6032.962055832962], [""knot_2_y"", 0.9993127219125522, true, null, -Infinity, Infinity, 0.0002099407573022613, {""vsini"": 0.018496263764497773, ""knot_1_y"": 0.29919470690037725, ""knot_3_y"": 0.7065694162177606, ""knot_0_y"": -0.06164667101685511, ""knot_4_y"": -0.0510650999263929}, 0.9942829729750446], [""knot_3_x"", 6049.508038259452, false, null, -Infinity, Infinity, 0, null, 6049.508038259452], [""knot_3_y"", 0.9998589053823542, true, null, -Infinity, Infinity, 0.00020371422436878334, {""vsini"": 0.005671362377448626, ""knot_2_y"": 0.7065694162177606, ""knot_1_y"": -0.24281630543785956, ""knot_0_y"": 0.21113946183022878, ""knot_4_y"": 0.47221243323958306}, 0.9870945409014349], [""knot_4_x"", 6066.099399644392, false, null, -Infinity, Infinity, 0, null, 6066.099399644392], [""knot_4_y"", 0.9955518155839335, true, null, -Infinity, Infinity, 0.0002078940990396822, {""vsini"": 0.01960415896415285, ""knot_2_y"": -0.05106509992639293, ""knot_1_y"": -0.03243470010928334, ""knot_3_y"": 0.4722124332395832, ""knot_0_y"": -0.003993036378006833}, 0.9962976593892847], [""vsini"", 5.11092104396808, true, null, 0.0, Infinity, 0.056679595484161384, {""knot_2_y"": 0.01849626376449778, ""knot_1_y"": 0.043179307128654774, ""knot_3_y"": 0.005671362377448621, ""knot_0_y"": 0.002425097539631803, ""knot_4_y"": 0.019604158964152848}, 10.0]]"
53,,rj122.83,6325,75,1.361,0.018000000000000002,0.01,0.1,1.242,0.045,Huber,0.8109099867941728,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9632321055287546, true, null, -Infinity, Infinity, 0.0018256164552182587, {""vsini"": -0.0026010582199824336, ""knot_1_y"": -0.3006832961133249, ""knot_3_y"": 0.20980386027387973, ""knot_2_y"": -0.06225705716079499, ""knot_4_y"": -0.02129305656159714}, 0.9523087105519489], [""knot_1_x"", 6016.5225855923945, false, null, -Infinity, Infinity, 0, null, 6016.5225855923945], [""knot_1_y"", 0.9794590081834287, true, null, -Infinity, Infinity, 0.0007679106264341987, {""vsini"": 0.03970909330196343, ""knot_2_y"": 0.29406255176543405, ""knot_3_y"": -0.24979327436580903, ""knot_0_y"": -0.3006832961133258, ""knot_4_y"": -0.010742079693418838}, 0.8222724507900964], [""knot_2_x"", 6033.084907153275, false, null, -Infinity, Infinity, 0, null, 6033.084907153275], [""knot_2_y"", 0.9827650934954414, true, null, -Infinity, Infinity, 0.0005527499257258337, {""vsini"": 0.019283533634137217, ""knot_1_y"": 0.2940625517654343, ""knot_3_y"": 0.6860504226582822, ""knot_0_y"": -0.06225705716079618, ""knot_4_y"": -0.09299373317599557}, 0.9541072109760463], [""knot_3_x"", 6049.692821578076, false, null, -Infinity, Infinity, 0, null, 6049.692821578076], [""knot_3_y"", 0.977301290118, true, null, -Infinity, Infinity, 0.0005319602455750778, {""vsini"": 0.004789254110646761, ""knot_2_y"": 0.6860504226582824, ""knot_1_y"": -0.24979327436580887, ""knot_0_y"": 0.20980386027387987, ""knot_4_y"": 0.4533595969393215}, 0.987874479044695], [""knot_4_x"", 6066.3464543751115, false, null, -Infinity, Infinity, 0, null, 6066.3464543751115], [""knot_4_y"", 0.9700641347015809, true, null, -Infinity, Infinity, 0.0005754973201810497, {""vsini"": 0.013444114437773201, ""knot_2_y"": -0.09299373317599549, ""knot_1_y"": -0.010742079693418704, ""knot_3_y"": 0.45335959693932143, ""knot_0_y"": -0.021293056561598016}, 0.9396319835937837], [""vsini"", 17.133446540716886, true, null, 0.0, Infinity, 0.16425893549961612, {""knot_2_y"": 0.019283533634137224, ""knot_1_y"": 0.03970909330196344, ""knot_3_y"": 0.0047892541106467615, ""knot_0_y"": -0.0026010582199824327, ""knot_4_y"": 0.013444114437773198}, 10.0]]"
54,,rj128.491,5302,75,2.437,0.07200000000000001,-0.0,0.1,1.262,0.08900000000000001,Huber,0.9090366059846351,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9691108983569126, true, null, -Infinity, Infinity, 0.0017820596763974128, {""vsini"": 0.004314721245217018, ""knot_1_y"": -0.29842133188983455, ""knot_3_y"": 0.20976338399479405, ""knot_2_y"": -0.06219220361424001, ""knot_4_y"": -0.021385315232728776}, 0.9730956364732395], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.966841486057998, true, null, -Infinity, Infinity, 0.0007496421672372454, {""vsini"": 0.05837737394316634, ""knot_2_y"": 0.294372378837446, ""knot_3_y"": -0.2500043300174611, ""knot_0_y"": -0.29842133188983483, ""knot_4_y"": -0.009005603578168498}, 0.6660022669912106], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9775147516300053, true, null, -Infinity, Infinity, 0.000537992591736505, {""vsini"": 0.025065895429983536, ""knot_1_y"": 0.29437237883744594, ""knot_3_y"": 0.6863974950798702, ""knot_0_y"": -0.06219220361423993, ""knot_4_y"": -0.09305084685056914}, 0.959589678517755], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9748464447370262, true, null, -Infinity, Infinity, 0.0005168149467193835, {""vsini"": 0.00802905423265492, ""knot_2_y"": 0.6863974950798702, ""knot_1_y"": -0.250004330017461, ""knot_0_y"": 0.20976338399479427, ""knot_4_y"": 0.4512355335774105}, 0.9769982504484634], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9635506426257099, true, null, -Infinity, Infinity, 0.0005570746087651995, {""vsini"": 0.027645190036270067, ""knot_2_y"": -0.09305084685056908, ""knot_1_y"": -0.009005603578168458, ""knot_3_y"": 0.45123553357741053, ""knot_0_y"": -0.02138531523272823}, 0.9760171638559151], [""vsini"", 3.506402886475251, true, null, 0.0, Infinity, 0.09840631868022191, {""knot_2_y"": 0.025065895429983536, ""knot_1_y"": 0.058377373943166354, ""knot_3_y"": 0.008029054232654913, ""knot_0_y"": 0.00431472124521707, ""knot_4_y"": 0.027645190036270056}, 10.0]]"
55,,rj122.86,5669,75,0.9209999999999999,0.02,-0.18,0.1,0.909,0.057,Huber,0.6581786810942586,"[[""num_knots"", 5, false, null, -Infinity, Infinity, 0, null, 5], [""knot_0_x"", 6000.005731731656, false, null, -Infinity, Infinity, 0, null, 6000.005731731656], [""knot_0_y"", 0.9767456359694872, true, null, -Infinity, Infinity, 0.0015833423967330125, {""vsini"": 0.0031587216222005135, ""knot_1_y"": -0.302191973788225, ""knot_3_y"": 0.2105189444311282, ""knot_2_y"": -0.06038994838602178, ""knot_4_y"": -0.02256476938848431}, 0.9708240220780541], [""knot_1_x"", 6016.543004845413, false, null, -Infinity, Infinity, 0, null, 6016.543004845413], [""knot_1_y"", 0.9710737866688773, true, null, -Infinity, Infinity, 0.0006667304338328166, {""vsini"": 0.054752827144872625, ""knot_2_y"": 0.29222417050498756, ""knot_3_y"": -0.24916761507274168, ""knot_0_y"": -0.30219197378822577, ""knot_4_y"": -0.008435947595921174}, 0.7402792428297557], [""knot_2_x"", 6033.125858149306, false, null, -Infinity, Infinity, 0, null, 6033.125858149306], [""knot_2_y"", 0.9776373875556252, true, null, -Infinity, Infinity, 0.0004809785224109351, {""vsini"": 0.024107872888573356, ""knot_1_y"": 0.2922241705049879, ""knot_3_y"": 0.6859305183915987, ""knot_0_y"": -0.06038994838602221, ""knot_4_y"": -0.09491832333223978}, 0.9580517371166138], [""knot_3_x"", 6049.75441727188, false, null, -Infinity, Infinity, 0, null, 6049.75441727188], [""knot_3_y"", 0.9743250417501769, true, null, -Infinity, Infinity, 0.00046295436231277447, {""vsini"": 0.007962604020566824, ""knot_2_y"": 0.6859305183915987, ""knot_1_y"": -0.2491676150727412, ""knot_0_y"": 0.21051894443112862, ""knot_4_y"": 0.45307879887973057}, 0.9421447135441017], [""knot_4_x"", 6066.42880818796, false, null, -Infinity, Infinity, 0, null, 6066.42880818796], [""knot_4_y"", 0.9656065623076769, true, null, -Infinity, Infinity, 0.0005031398208431393, {""vsini"": 0.024804483369374696, ""knot_2_y"": -0.09491832333223969, ""knot_1_y"": -0.00843594759592122, ""knot_3_y"": 0.4530787988797307, ""knot_0_y"": -0.02256476938848427}, 0.955678780881885], [""vsini"", 4.830366159337541, true, null, 0.0, Infinity, 0.11048557699913, {""knot_2_y"": 0.024107872888573356, ""knot_1_y"": 0.05475282714487265, ""knot_3_y"": 0.007962604020566809, ""knot_0_y"": 0.0031587216222004797, ""knot_4_y"": 0.024804483369374686}, 10.0]]"
