SPOCSNUM,NAME,SNR,LRMS,CRMS,VSINI,TEFF,LOGG,MONH,FEH
2,HD 105,247,0.0139,0.0155,14.65,6033.8,4.5304,0.0436,0.1047
4,HD 166,357,0.0124,0.0072,4.10,5489.2,4.5138,0.0662,0.1198
6,HD 377,248,0.0163,0.0107,14.65,5895.7,4.4602,0.1212,0.1956
10,HD 691,258,0.0151,0.0087,5.55,5489.1,4.4813,0.1767,0.2390
12,HD 1388,250,0.0104,0.0086,2.27,5924.8,4.3229,0.0251,0.0291
13,HD 1461,317,0.0089,0.0072,1.81,5739.0,4.3447,0.1648,0.1602
22,HD 2589,393,0.0114,0.0081,0.64,5062.9,3.6547,-0.0203,-0.0324
30,HD 3795,250,0.0126,0.0076,1.85,5379.5,4.1123,-0.4933,-0.5377
33,HD 3861,293,0.0121,0.0072,0.10,6219.0,4.2897,0.1344,0.1650
34,HD 4208,246,0.0087,0.0068,0.10,5639.5,4.5026,-0.2607,-0.2904
36,HD 4203,254,0.0109,0.0089,2.92,5582.2,4.0792,0.3386,0.3489
39,HD 4307,301,0.0108,0.0075,2.53,5795.9,4.0461,-0.1812,-0.1801
40,HD 4628,296,0.0168,0.0098,0.69,4937.5,4.5398,-0.2118,-0.2451
41,HD 4614,263,0.0104,0.0075,0.46,5920.0,4.3664,-0.2044,-0.2180
42,HD 4747,369,0.0101,0.0074,2.07,5305.0,4.5567,-0.2253,-0.2310
43,HD 4915,274,0.0093,0.0075,1.42,5668.3,4.5596,-0.1966,-0.2075
46,HD 5133,269,0.0178,0.0121,1.66,4921.3,4.5504,-0.0817,-0.0549
50,HD 6558,241,0.0123,0.0091,5.29,6042.5,4.1786,0.2802,0.3013
54,HD 6872 B,117,0.0167,0.0133,5.08,6216.9,4.3275,-0.1014,-0.0774
56,HD 6963,250,0.0101,0.0076,2.34,5496.4,4.5573,-0.1929,-0.1647
62,HIP 5938,254,0.0109,0.0080,4.21,5432.4,4.5208,0.0138,0.0684
65,HD 8038,256,0.0094,0.0077,0.63,5667.2,4.4527,0.1407,0.1632
66,HIP 6276,254,0.0171,0.0079,4.74,5314.5,4.4661,-0.0400,0.0286
67,HD 7924,277,0.0138,0.0085,0.16,5136.3,4.5507,-0.1398,-0.1481
71,HD 8574,240,0.0105,0.0070,3.48,6031.6,4.2067,0.0302,0.0366
74,HD 8765,255,0.0125,0.0082,2.52,5632.4,4.3838,0.1561,0.1800
76,HD 8907,249,0.0125,0.0098,12.86,6271.8,4.3611,0.0531,0.1164
81,HD 9540,261,0.0104,0.0077,0.75,5417.2,4.5435,-0.0657,-0.0388
82,HD 9472,245,0.0102,0.0082,2.29,5751.3,4.5323,-0.0412,-0.0131
83,HD 9562,257,0.0119,0.0082,4.21,5837.4,4.0166,0.2073,0.2254
84,HD 9407,241,0.0101,0.0078,0.21,5672.4,4.4455,0.0135,0.0053
87,HD 9986,303,0.0102,0.0083,1.10,5787.4,4.4220,0.0670,0.0757
93,HD 10145,249,0.0097,0.0072,1.34,5650.1,4.4279,-0.0295,-0.0393
95,HD 10476,386,0.0151,0.0090,0.10,5190.4,4.5075,-0.0205,-0.0160
96,HD 10700,303,0.0116,0.0072,0.10,5333.1,4.6032,-0.4304,-0.5240
97,HD 10697,252,0.0100,0.0079,1.45,5600.0,3.9623,0.1041,0.1269
99,HD 10780,268,0.0115,0.0079,0.77,5344.4,4.5419,0.0173,0.0404
104,HD 11850,251,0.0102,0.0083,5.87,5626.3,4.5271,0.0149,0.0614
105,HD 11964 A,382,0.0118,0.0087,0.10,5304.0,3.9082,0.0972,0.1281
106,HD 12051,293,0.0123,0.0086,0.07,5412.4,4.3786,0.1672,0.1870
107,HD 12235,253,0.0102,0.0084,5.12,5986.4,4.1216,0.3057,0.3229
111,HD 12661,278,0.0110,0.0089,1.80,5655.1,4.2515,0.2962,0.2991
112,HD 12846,181,0.0127,0.0111,0.65,5700.6,4.4848,-0.2277,-0.2571
113,HD 13043,275,0.0097,0.0082,1.95,5859.5,4.1935,0.0897,0.0910
116,HD 13357,252,0.0087,0.0066,1.10,5739.5,4.5214,-0.0304,-0.0189
122,HD 13579,272,0.0170,0.0101,1.84,5134.6,4.4513,0.2900,0.3289
123,HD 13931,305,0.0088,0.0081,1.30,5853.1,4.2788,0.0591,0.0542
126,HD 14412,364,0.0112,0.0086,0.10,5374.0,4.6198,-0.4429,-0.4800
127,HD 15335,348,0.0132,0.0080,3.81,5899.2,4.0357,-0.0992,-0.0914
128,HD 16141,305,0.0096,0.0072,2.39,5730.5,4.1035,0.1074,0.1299
130,HD 16287,275,0.0168,0.0106,3.20,5024.9,4.4883,0.1446,0.2195
132,HD 16275,253,0.0096,0.0080,2.57,5780.6,4.2982,0.2888,0.2974
133,HD 16397,247,0.0104,0.0070,0.10,5831.5,4.4909,-0.4084,-0.4706
135,HD 16623,244,0.0128,0.0067,0.10,5847.3,4.5096,-0.3694,-0.4514
138,HD 16895,273,0.0122,0.0078,7.96,6196.3,4.1867,0.0554,0.0935
139,HD 17190,264,0.0127,0.0074,1.03,5177.2,4.5282,-0.0667,-0.0638
142,HD 18143,298,0.0173,0.0098,1.74,5100.8,4.4255,0.2461,0.2714
144,HD 18445,276,0.0186,0.0109,2.62,4837.6,4.4366,-0.0843,-0.0449
146,HD 18632,274,0.0167,0.0109,3.27,5051.4,4.4809,0.1987,0.2730
148,HD 18803,372,0.0114,0.0080,0.10,5648.9,4.4501,0.0827,0.0867
149,HD 19034,250,0.0113,0.0088,0.10,5536.3,4.5723,-0.3781,-0.4939
150,HD 19467,355,0.0092,0.0073,1.36,5747.9,4.3582,-0.0920,-0.1436
151,HD 19308,253,0.0097,0.0074,1.93,5795.9,4.2956,0.1332,0.1294
153,HD 19373,268,0.0108,0.0082,3.38,5938.9,4.1807,0.1349,0.1395
155,HD 19994,254,0.0117,0.0086,8.33,6080.9,4.0832,0.2411,0.2738
157,HD 20165,325,0.0143,0.0090,1.65,5098.5,4.5134,0.0069,0.0142
160,HD 20619,308,0.0093,0.0077,1.10,5732.0,4.5583,-0.2034,-0.2136
164,HD 20675,236,0.0159,0.0135,16.75,6374.2,3.9746,0.1614,0.2352
165,HD 21019,260,0.0115,0.0070,0.10,5485.8,3.9549,-0.3955,-0.4029
167,HD 21313,246,0.0103,0.0081,2.96,5973.4,4.2518,0.2311,0.2359
169,HD 21774,254,0.0093,0.0079,2.29,5691.9,4.2504,0.1996,0.2041
170,HD 21847,244,0.0140,0.0104,15.41,6281.6,4.2789,0.2382,0.2931
171,GJ 144,317,0.0148,0.0093,2.23,5065.8,4.5492,-0.0540,-0.0049
172,HD 22072,265,0.0133,0.0068,0.10,4941.3,3.4599,-0.1856,-0.2424
173,HD 22282,260,0.0106,0.0078,1.84,5416.0,4.3888,0.1166,0.1202
180,HD 23249,391,0.0150,0.0094,0.10,5037.1,3.7470,0.1545,0.1709
183,HD 23439,263,0.0143,0.0075,0.10,5077.1,4.6938,-0.8221,-0.9858
184,HD 23596,243,0.0130,0.0084,3.05,5982.1,4.1618,0.2761,0.2915
186,HD 24040,366,0.0086,0.0069,2.63,5761.2,4.1913,0.1715,0.1687
187,HD 24213,247,0.0121,0.0091,2.94,5983.3,4.1443,0.1094,0.1281
188,HD 24365,260,0.0117,0.0083,0.10,5120.3,3.5148,-0.2058,-0.1966
189,HD 24496,367,0.0117,0.0079,0.10,5531.6,4.4987,-0.0474,-0.0408
191,HD 24238,314,0.0161,0.0080,0.33,4951.4,4.5441,-0.3221,-0.4511
193,HD 24892,363,0.0098,0.0071,0.10,5340.9,3.9649,-0.2508,-0.3001
199,HD 25680,215,0.0105,0.0080,3.10,5848.6,4.4888,0.0600,0.0933
201,HD 26151,261,0.0124,0.0087,1.86,5324.6,4.3782,0.2454,0.2576
207,HD 26965,336,0.0148,0.0087,0.52,5092.4,4.5072,-0.1910,-0.2913
213,HD 28005,304,0.0098,0.0082,2.86,5747.3,4.2430,0.2872,0.2766
219,HD 29461,252,0.0120,0.0081,1.26,5828.7,4.4664,0.1908,0.2201
220,HD 29528,258,0.0106,0.0086,1.88,5442.9,4.4221,0.1107,0.1155
226,HD 30495,264,0.0096,0.0070,3.00,5834.7,4.5256,0.0156,0.0405
229,HD 30339,246,0.0117,0.0079,3.01,5998.8,4.2593,0.2676,0.2752
230,HD 30652,269,0.0136,0.0117,16.39,6398.0,4.2674,0.0655,0.1258
232,HD 30708,261,0.0101,0.0083,1.24,5707.4,4.2565,0.1440,0.1479
233,HD 30649,174,0.0245,0.0298,0.10,5862.9,4.4890,-0.4005,-0.4563
236,HD 31253,302,0.0114,0.0081,2.41,6026.8,4.0627,0.1827,0.2070
238,HD 31560,217,0.0249,0.0178,2.33,4702.0,4.4834,0.0581,0.1275
239,HD 31412,296,0.0120,0.0091,0.10,6097.1,4.3854,0.1071,0.1136
241,HD 31966,252,0.0097,0.0079,2.42,5715.4,4.1044,0.0880,0.0920
245,HD 32923,328,0.0107,0.0090,1.89,5725.3,4.1337,-0.1354,-0.1678
246,HD 33021,243,0.0103,0.0080,1.45,5786.1,4.2139,-0.1285,-0.1675
247,HD 32963,246,0.0100,0.0082,1.06,5738.2,4.3723,0.0686,0.0693
252,HD 33636,248,0.0109,0.0079,1.31,5960.0,4.4856,-0.0648,-0.0629
254,HD 34445,268,0.0117,0.0096,2.46,5797.2,4.1549,0.1052,0.1168
255,HD 34721,257,0.0101,0.0075,2.69,5962.4,4.1922,-0.0411,-0.0377
256,HD 34411,323,0.0101,0.0077,0.10,5873.9,4.2572,0.1066,0.1055
257,HD 34745,244,0.0119,0.0082,2.89,6070.7,4.2783,-0.0311,-0.0195
258,HD 34575,259,0.0103,0.0080,2.00,5551.4,4.2463,0.2420,0.2522
259,HD 35627,243,0.0110,0.0076,5.02,6007.4,4.1280,0.0448,0.0650
262,HD 35974,244,0.0124,0.0071,2.80,5878.0,3.9311,-0.1307,-0.1192
266,HD 36308,260,0.0108,0.0076,3.80,5354.2,4.4872,-0.0286,0.0213
268,HD 37213,252,0.0105,0.0067,0.10,5446.9,3.9800,-0.3902,-0.4013
270,HD 37124,307,0.0102,0.0078,0.33,5604.3,4.6002,-0.3519,-0.4528
272,HD 37008,320,0.0168,0.0114,0.55,4979.8,4.5283,-0.3068,-0.4247
275,HD 37962,247,0.0087,0.0070,1.20,5739.1,4.5521,-0.2016,-0.2056
276,HD 37394,385,0.0120,0.0090,3.04,5249.0,4.5050,0.0932,0.1526
280,HD 37006,258,0.0120,0.0074,4.37,5493.3,4.5382,-0.0553,-0.0172
282,HD 38529,267,0.0123,0.0091,3.66,5541.3,3.7733,0.3168,0.3495
283,HD 38949,298,0.0115,0.0073,6.29,6050.2,4.5032,-0.0075,0.0214
284,HD 38858,377,0.0095,0.0086,0.10,5735.1,4.4644,-0.2087,-0.2255
288,HD 39587,266,0.0135,0.0091,8.91,5988.3,4.5173,0.0388,0.0821
290,HD 39881,304,0.0098,0.0081,1.15,5770.8,4.3942,-0.0775,-0.1327
291,HD 40397,364,0.0116,0.0092,0.10,5541.3,4.4639,-0.0902,-0.1393
293,HD 40979,302,0.0132,0.0083,6.37,6140.0,4.3647,0.2479,0.2723
297,HD 42618,363,0.0114,0.0082,0.10,5755.8,4.4530,-0.1054,-0.1023
300,HD 42250,259,0.0108,0.0072,1.33,5357.9,4.4255,-0.0027,-0.0374
302,HD 43745,245,0.0111,0.0075,0.55,5987.6,3.9433,0.1169,0.1410
305,HD 43947,300,0.0110,0.0074,0.05,5963.7,4.3323,-0.2123,-0.2315
307,HD 44420,251,0.0109,0.0090,1.42,5756.1,4.2813,0.2645,0.2540
311,HD 45184,293,0.0103,0.0098,0.82,5854.6,4.4437,0.0479,0.0538
312,HD 45067,252,0.0126,0.0068,5.34,5940.5,3.9150,-0.0431,-0.0132
313,HD 44985,248,0.0093,0.0075,0.10,5983.8,4.3629,-0.0276,-0.0232
314,HD 45588,252,0.0159,0.0141,6.05,6089.4,4.1463,0.0391,0.0710
315,HD 45350,309,0.0096,0.0073,2.27,5566.7,4.2558,0.2330,0.2426
317,HD 46375,266,0.0144,0.0102,1.28,5243.3,4.4347,0.2404,0.2498
318,HD 47157,295,0.0102,0.0083,2.26,5673.2,4.3104,0.3116,0.3028
321,HD 48938,251,0.0132,0.0071,0.10,6006.9,4.3297,-0.3338,-0.3449
322,HD 48682,321,0.0116,0.0080,3.75,6039.7,4.2663,0.1325,0.1535
324,HD 49674,268,0.0109,0.0085,2.04,5583.7,4.4160,0.2274,0.2494
325,HD 50499,305,0.0116,0.0080,3.85,5963.3,4.1969,0.3173,0.3263
327,HD 50806,263,0.0095,0.0087,2.10,5621.1,4.1027,0.0449,0.0047
328,HD 50639,244,0.0104,0.0077,3.51,6082.8,4.2822,0.0350,0.0480
329,HD 50554,302,0.0094,0.0073,2.34,6007.8,4.3856,0.0224,0.0258
330,HD 50692,302,0.0095,0.0083,0.09,5913.4,4.3942,-0.1305,-0.1429
332,HD 51219,257,0.0087,0.0070,1.54,5640.5,4.4400,-0.0103,-0.0135
334,HD 51419,270,0.0092,0.0071,0.85,5732.8,4.5056,-0.3246,-0.3617
335,HD 52265,352,0.0141,0.0102,3.61,6003.2,4.1942,0.2081,0.2275
336,HD 52456,267,0.0132,0.0087,1.65,5151.1,4.4975,0.0216,0.0469
337,HD 52711,359,0.0116,0.0098,0.10,5886.1,4.3871,-0.0967,-0.0922
344,HD 56274,248,0.0093,0.0063,0.10,5788.4,4.5606,-0.4752,-0.5144
345,HD 56303,251,0.0106,0.0077,0.02,5918.0,4.2997,0.1643,0.1734
349,HD 58781,258,0.0095,0.0074,1.80,5582.1,4.3687,0.0758,0.0747
350,HD 59747,267,0.0149,0.0097,1.88,5106.0,4.5444,0.0159,0.0684
351,HD 60491,264,0.0145,0.0100,4.08,5053.1,4.5639,-0.1783,-0.1287
354,HD 61606,274,0.0190,0.0115,1.59,4917.7,4.5327,0.0221,0.0878
356,HD 63754,248,0.0112,0.0079,4.24,6032.9,3.9867,0.2149,0.2417
361,HD 65430,325,0.0137,0.0095,2.14,5148.2,4.4613,-0.0673,-0.1027
362,HD 65583,467,0.0114,0.0088,0.10,5238.3,4.6055,-0.5862,-0.7231
364,HD 66428,376,0.0104,0.0085,1.70,5669.9,4.2868,0.2439,0.2338
365,HD 67458,250,0.0085,0.0068,1.20,5881.1,4.4573,-0.1451,-0.1485
368,HD 66171,237,0.0088,0.0073,0.10,5792.7,4.4635,-0.2444,-0.2643
369,HD 67767,274,0.0119,0.0083,1.08,5251.3,3.6688,-0.0003,0.0216
370,HD 68017,277,0.0113,0.0086,0.10,5626.1,4.5977,-0.3505,-0.4485
371,HD 68168,254,0.0101,0.0089,1.77,5730.3,4.3843,0.0985,0.0985
372,HD 68978,252,0.0088,0.0078,1.78,5940.2,4.4199,0.0594,0.0652
375,HD 68988,306,0.0099,0.0080,3.00,5866.0,4.2952,0.3014,0.3060
376,HD 69830,261,0.0114,0.0086,0.53,5387.9,4.4752,-0.0501,-0.0516
377,HD 69809,256,0.0109,0.0098,0.73,5815.1,4.2652,0.2602,0.2541
378,HD 69897,245,0.0133,0.0076,0.25,6265.6,4.2134,-0.1555,-0.1546
382,HD 70843,241,0.0122,0.0082,0.10,6247.0,4.2630,0.2513,0.2693
384,HD 71334,253,0.0087,0.0068,0.65,5724.4,4.4505,-0.0619,-0.0761
385,HD 71479,253,0.0101,0.0076,1.75,5925.8,4.2667,0.2335,0.2392
387,HD 71881,245,0.0095,0.0080,0.10,5884.9,4.3394,0.0031,-0.0058
388,HD 72673,303,0.0114,0.0072,0.25,5213.9,4.5705,-0.3303,-0.3726
392,HD 72760,262,0.0119,0.0079,2.17,5293.0,4.5160,0.0416,0.0886
402,HD 74156,260,0.0114,0.0088,3.85,5977.2,4.1588,0.1132,0.1212
407,HD 75732,330,0.0153,0.0104,1.74,5250.9,4.3577,0.3461,0.3616
411,HD 76218,265,0.0106,0.0077,4.67,5332.3,4.5011,-0.0467,-0.0036
413,HD 76909,259,0.0105,0.0090,1.95,5647.0,4.2303,0.3050,0.2993
416,HD 78366,249,0.0108,0.0079,2.45,5984.8,4.4548,0.0770,0.1013
419,HD 80367,269,0.0159,0.0083,1.05,5073.0,4.4343,0.0692,0.0431
421,HD 80606,269,0.0121,0.0091,2.17,5524.6,4.3094,0.2907,0.2948
425,HD 233641,110,0.0179,0.0111,5.98,6012.5,3.9163,-0.0890,-0.0624
427,HD 82943,259,0.0107,0.0076,0.19,5935.3,4.3377,0.2573,0.2717
428,HD 83443,257,0.0127,0.0090,2.03,5429.9,4.3615,0.3427,0.3319
430,HD 84117,467,0.0100,0.0086,4.28,6128.8,4.2564,0.0040,0.0149
431,HD 84737,308,0.0101,0.0080,2.22,5872.5,4.1021,0.1379,0.1450
433,HD 85301,310,0.0110,0.0083,6.17,5634.1,4.4945,0.0833,0.1284
436,HD 86728,377,0.0096,0.0083,2.41,5742.9,4.3133,0.2046,0.2003
438,HD 87424,269,0.0154,0.0105,3.39,5016.9,4.5617,-0.0932,-0.0465
439,HD 87836,253,0.0111,0.0097,2.94,5689.0,4.1518,0.2863,0.2957
440,HD 87883,269,0.0190,0.0119,1.30,4941.6,4.5054,0.1074,0.1283
448,HD 89391,322,0.0157,0.0081,0.89,4849.9,3.2876,-0.0670,-0.1098
449,HD 89269,277,0.0099,0.0079,0.10,5660.4,4.5227,-0.1729,-0.1833
451,HD 90156,368,0.0132,0.0100,0.10,5635.7,4.5911,-0.2223,-0.2391
453,HD 90711,315,0.0118,0.0091,1.60,5409.6,4.3766,0.2446,0.2509
455,HD 90905,240,0.0146,0.0089,8.92,6090.8,4.4540,0.0830,0.1331
461,HD 92788,246,0.0097,0.0082,2.14,5700.9,4.3306,0.2368,0.2362
462,HD 92945,259,0.0187,0.0098,5.40,5105.9,4.4684,0.0134,0.0850
464,HD 92855,242,0.0117,0.0084,11.26,6069.2,4.4753,0.0198,0.0610
471,BD-10 3166,211,0.0144,0.0106,2.18,5314.2,4.4023,0.3125,0.3225
472,HD 95128,256,0.0086,0.0069,1.80,5872.2,4.2951,0.0434,0.0417
473,HD 95188,255,0.0115,0.0084,4.95,5394.9,4.5471,-0.0956,-0.0633
477,HD 96700,252,0.0086,0.0071,0.10,5847.1,4.3365,-0.1632,-0.1746
480,HD 97343,264,0.0103,0.0071,1.31,5387.2,4.4392,-0.0361,-0.0656
481,HD 97334,250,0.0127,0.0082,5.89,5905.6,4.4663,0.1071,0.1582
482,HD 97658,268,0.0132,0.0081,0.10,5120.9,4.5681,-0.2436,-0.2724
484,HD 98281,265,0.0101,0.0069,0.62,5381.3,4.5202,-0.2175,-0.2483
486,HD 98553,242,0.0093,0.0071,0.10,5898.1,4.4876,-0.3816,-0.3939
490,HD 99109,260,0.0153,0.0100,2.07,5251.3,4.3244,0.3427,0.3507
491,HD 99491,275,0.0115,0.0086,2.18,5438.7,4.3982,0.2703,0.2823
494,HD 100180,244,0.0101,0.0076,1.70,6002.7,4.3756,0.0410,0.0492
496,HD 100623,293,0.0125,0.0075,0.29,5140.2,4.5579,-0.3188,-0.3624
499,HD 101472,240,0.0138,0.0070,3.31,6197.0,4.4240,0.0002,0.0285
500,HD 101501,265,0.0101,0.0077,2.17,5502.9,4.5220,-0.0703,-0.0447
501,HD 101959,251,0.0101,0.0075,2.83,6036.6,4.3777,-0.0734,-0.0582
502,HD 102071,256,0.0106,0.0075,1.57,5328.7,4.4958,0.0069,0.0213
505,HD 102365,265,0.0089,0.0071,0.10,5672.6,4.5149,-0.2738,-0.3274
515,HD 104304,255,0.0112,0.0087,1.89,5506.4,4.3363,0.2264,0.2211
517,HD 104800,241,0.0118,0.0076,0.10,5863.3,4.7925,-0.6375,-0.7012
521,HD 105631,316,0.0111,0.0086,2.36,5382.3,4.4842,0.1268,0.1684
527,HD 107146,253,0.0155,0.0092,4.90,5873.8,4.5297,-0.0147,0.0229
528,HD 107148,242,0.0101,0.0079,1.30,5744.8,4.3558,0.2716,0.2613
535,HD 108874,306,0.0135,0.0110,1.98,5534.0,4.3251,0.1536,0.1634
537,HD 109358,290,0.0091,0.0078,0.08,5884.5,4.4204,-0.1778,-0.1859
538,HD 110537,403,0.0090,0.0087,1.94,5718.3,4.3034,0.0876,0.0800
540,HD 111031,370,0.0092,0.0081,1.89,5725.1,4.2564,0.2318,0.2378
542,HD 111395,255,0.0098,0.0078,2.92,5617.2,4.4987,0.0580,0.0759
549,HD 112914,273,0.0193,0.0105,0.46,4815.9,4.5115,-0.2364,-0.2626
550,HD 114174,248,0.0101,0.0084,1.64,5741.0,4.3760,0.0546,0.0436
554,HD 114613,325,0.0130,0.0074,1.94,5641.6,3.8730,0.1498,0.1667
556,HD 114783,281,0.0163,0.0097,0.74,5084.0,4.4862,0.1246,0.1306
562,HD 115617,431,0.0107,0.0100,0.83,5562.4,4.4360,-0.0335,-0.0369
564,HD 116442,135,0.0181,0.0152,0.10,5155.0,4.5448,-0.3380,-0.3831
565,HD 116443,277,0.0153,0.0082,0.10,5001.8,4.5662,-0.2913,-0.3446
567,HD 117176,268,0.0105,0.0078,0.10,5495.4,3.9542,-0.0677,-0.0669
569,HD 117207,253,0.0096,0.0082,1.93,5618.3,4.2876,0.1703,0.1846
582,HD 121320,252,0.0096,0.0070,0.90,5593.2,4.5820,-0.2758,-0.2848
588,HD 122742,257,0.0106,0.0085,1.78,5523.3,4.4574,-0.0188,-0.0193
591,HD 124106,259,0.0143,0.0081,1.52,5085.0,4.5563,-0.0874,-0.0696
592,HD 124292,310,0.0098,0.0074,0.10,5458.9,4.4827,-0.1072,-0.1281
598,HD 125455,277,0.0144,0.0088,0.32,5103.6,4.5440,-0.1126,-0.1271
599,HD 126053,270,0.0096,0.0079,0.10,5714.9,4.5368,-0.3128,-0.3493
601,HD 126614,317,0.0131,0.0101,2.45,5470.4,4.1568,0.4628,0.4791
603,HD 127334,255,0.0105,0.0081,1.56,5671.9,4.2662,0.1929,0.2016
606,HD 128311,271,0.0188,0.0126,3.56,4917.9,4.4940,0.0981,0.1883
608,HD 129333,246,0.0194,0.0138,17.39,5647.8,4.3515,-0.0690,0.0444
613,HD 129191,248,0.0092,0.0079,1.83,5770.6,4.3250,0.2219,0.2131
614,HD 129814,252,0.0095,0.0080,0.30,5853.8,4.3775,0.0155,0.0010
617,HD 130307,271,0.0160,0.0097,1.55,4985.0,4.5592,-0.1393,-0.1284
618,HD 130322,255,0.0115,0.0084,1.80,5377.9,4.5154,0.0206,0.0456
619,HD 130948,255,0.0134,0.0090,6.04,6030.4,4.5023,0.0623,0.0978
622,HD 130992,98,0.0255,0.0200,0.75,4767.0,4.5076,-0.0269,0.0146
625,HD 131511,265,0.0130,0.0099,4.41,5258.6,4.4738,0.0692,0.1311
626,HD 132142,253,0.0140,0.0080,0.38,5145.8,4.5518,-0.2866,-0.3965
629,HD 132173,296,0.0143,0.0079,9.24,6170.7,4.4170,0.0407,0.0876
632,HD 133295,249,0.0121,0.0078,9.66,6089.9,4.4538,0.0343,0.0833
633,HD 134319,253,0.0155,0.0087,10.67,5733.2,4.5399,-0.0142,0.0429
641,HD 135101 A,249,0.0095,0.0074,1.90,5677.2,4.2022,0.0690,0.0441
642,HD 134987,317,0.0095,0.0084,2.26,5701.7,4.2337,0.2457,0.2407
644,HD 135599,266,0.0115,0.0081,3.67,5205.5,4.5372,-0.0650,-0.0134
650,HD 136352,312,0.0084,0.0064,0.10,5739.7,4.5093,-0.2576,-0.3282
654,HD 136925,245,0.0102,0.0074,0.10,5779.2,4.4484,-0.2011,-0.2835
656,HD 138004,249,0.0135,0.0082,1.72,5748.7,4.3595,-0.1070,-0.1166
657,HD 137778,276,0.0168,0.0105,1.90,5127.6,4.5211,0.2130,0.2655
659,HD 139813,267,0.0158,0.0079,5.77,5330.0,4.4833,-0.0029,0.0594
664,HD 139323,285,0.0198,0.0121,1.25,5057.6,4.4484,0.3330,0.3811
668,HD 140913,274,0.0124,0.0088,8.04,5983.5,4.4679,0.0963,0.1469
669,HD 141004,324,0.0098,0.0075,2.03,5902.0,4.2225,0.0442,0.0472
673,HD 141937,246,0.0102,0.0075,1.72,5857.8,4.3956,0.1109,0.1211
675,HD 142267,248,0.0111,0.0094,0.10,5829.2,4.5332,-0.3782,-0.4100
676,HD 142229,249,0.0148,0.0084,4.89,5926.0,4.5081,0.0583,0.0915
680,HD 143006,225,0.0237,0.0115,11.51,5720.3,4.0114,0.1116,0.2202
682,HD 143761,262,0.0104,0.0097,0.06,5833.2,4.2887,-0.1744,-0.2121
684,HD 144585,311,0.0092,0.0075,1.70,5807.1,4.2303,0.2877,0.2935
687,HD 145229,249,0.0112,0.0072,3.42,5954.1,4.4934,-0.1355,-0.1057
690,HD 145675,274,0.0154,0.0098,2.05,5280.3,4.3394,0.3985,0.4202
692,HD 145958 B,353,0.0095,0.0065,1.71,5343.5,4.4611,-0.0454,-0.0411
696,HD 146361B,265,0.0107,0.0072,0.76,5890.6,4.5085,-0.0239,-0.0064
698,HD 146233,289,0.0089,0.0072,1.52,5791.3,4.4217,0.0414,0.0417
712,HD 149724,256,0.0111,0.0087,3.00,5649.6,4.1272,0.3384,0.3390
713,HD 149806,295,0.0127,0.0084,1.84,5275.6,4.4163,0.1821,0.2043
720,HD 151541,271,0.0107,0.0074,0.89,5309.3,4.5003,-0.1638,-0.1783
729,HD 152391,254,0.0109,0.0083,3.79,5425.7,4.5078,-0.0370,0.0092
731,HD 152555,249,0.0154,0.0127,17.07,5986.9,4.4500,0.0786,0.1428
732,HD 153458,251,0.0101,0.0074,0.10,5815.1,4.4766,0.0859,0.1031
735,HD 154345,270,0.0102,0.0076,1.18,5455.2,4.5230,-0.1334,-0.1288
748,HD 157214,312,0.0121,0.0072,0.10,5817.3,4.6122,-0.2597,-0.3522
752,HD 157347,353,0.0121,0.0109,0.10,5712.1,4.4151,0.0197,0.0225
753,HD 157338,345,0.0127,0.0098,0.10,5951.6,4.2468,-0.0786,-0.0662
754,HD 158633,315,0.0105,0.0067,0.06,5256.0,4.5771,-0.3769,-0.4164
757,HD 159222,354,0.0115,0.0106,1.00,5870.4,4.4065,0.1528,0.1713
760,HD 159868,306,0.0096,0.0064,1.90,5535.0,3.9159,-0.0552,-0.0477
762,HD 161897,259,0.0093,0.0075,1.65,5572.5,4.5049,-0.0365,-0.0289
764,HD 161797,340,0.0112,0.0090,0.10,5559.4,3.9658,0.2560,0.2712
774,HD 163153,360,0.0147,0.0131,0.10,5572.7,3.9789,0.3270,0.3503
777,HD 164595,249,0.0108,0.0091,0.10,5751.7,4.4452,-0.0661,-0.0808
779,HD 164922,372,0.0143,0.0121,0.10,5341.3,4.3896,0.1420,0.1492
784,HD 166620,283,0.0178,0.0098,0.10,4970.9,4.5142,-0.0964,-0.1537
789,HD 168009,307,0.0089,0.0083,1.85,5808.2,4.3297,0.0265,0.0278
790,HD 167665,251,0.0119,0.0072,3.45,6108.1,4.2114,-0.0993,-0.0968
791,HD 168443,254,0.0102,0.0077,2.38,5551.2,4.0728,0.0631,0.0427
794,HD 168746,255,0.0107,0.0079,0.10,5579.7,4.4109,-0.0698,-0.1331
798,HD 169830,243,0.0126,0.0081,0.10,6164.1,4.0152,0.1814,0.2085
801,HD 170469,345,0.0100,0.0082,2.67,5761.9,4.2459,0.2776,0.2788
804,HD 170657,256,0.0155,0.0087,1.41,5040.8,4.5363,-0.1376,-0.1254
809,HD 172051,252,0.0103,0.0072,0.10,5636.0,4.5815,-0.2382,-0.2564
812,HD 173701,238,0.0132,0.0094,2.15,5337.5,4.3636,0.2916,0.2984
813,HD 173667,270,0.0129,0.0116,16.26,6330.5,3.9631,0.0372,0.1005
818,HD 175541,360,0.0128,0.0068,1.21,5013.3,3.3263,-0.0429,-0.0177
