,name,teff,fe,obs,bc,ha,jd,obs.1,type,run,number,obstime,gaidos_name,tycho_name,VTmag,e_VTmag,BTmag,e_BTmag,Vmag,e_Vmag,2mass_name,K_2mass_mag,e_K_2mass_mag,J_2mass_mag,e_J_2mass_mag,Kmag,e_Kmag,V-K,e_V-K,teff_derived,e_teff_derived,Plx,e_Plx,abs_Vmag,e_abs_Vmag,abs_Kmag,e_abs_Kmag,radius,u_radius,logg,u_logg,age,u_age,mass,u_mass
36,   HIP 40671 ,4612,0.06,rj61.190,28398.994140599996,-0.758000016212,14778.115234399998,rj61.190,t,j61,190,2008-11-07 14:45,   HIP 40671 ,TYC 2470-634-1,8.97599983215332,0.014000000432133676,10.263999938964844,0.027000000700354576,8.853468627175614,0.026425460775345563,2MASS J08181082+3036043,6.103000164031982,0.019999999552965164,6.776999950408936,0.019999999552965164,6.133665509437088,0.03096910527769428,2.7198031177385253,0.05739456605303984,4473.1710863120015,143.75994915314345,44.34000015258789,1.309999942779541,7.087447078540679,0.2263236973801009,4.367643960802154,0.23086734188244964,0.7,0.04,4.62,0.03,9.67,0.49,0.73,0.05
42,   HIP 43667 ,4554,0.01,rj61.192,28389.767578099996,-1.20200002193,14778.121093799999,rj61.192,t,j61,192,2008-11-07 14:54,   HIP 43667 ,TYC 2491-1077-1,9.281000137329102,0.020999999716877937,10.76200008392334,0.04600000008940697,9.139830141789325,0.041305019658170634,2MASS J08534726+3513197,6.486000061035156,0.020999999716877937,7.135000228881836,0.019999999552965164,6.517321032537787,0.03195387633714671,2.6225091092515367,0.07325889599531735,4552.983175574658,103.80006566763923,38.66999816894531,1.5,7.0767008993337335,0.3152821172881275,4.454191790082199,0.3059309739671036,0.7,0.04,4.62,0.03,9.65,0.49,0.73,0.05
7,    HIP 5247 ,4260,-0.22,rj61.408,404.33999633800005,0.873000025749,14778.8818359,rj61.408,t,j61,408,2008-11-08 09:09,    HIP 5247 ,TYC 4025-626-1,9.16100025177002,0.016000000759959214,10.654999732971193,0.03700000047683717,9.01849365786026,0.032062181134782736,2MASS J01070794+6356284,5.688000202178955,0.026000000536441803,6.4679999351501465,0.019999999552965164,5.714685344322923,0.037601127528705966,3.303808313537337,0.06966330866348873,4060.912322574595,209.29754792594073,66.45999908447266,1.2699999809265137,8.131295312660352,0.14456205909312153,4.8274869991230185,0.15010100548704478,0.62,0.04,4.67,0.03,9.62,0.5,0.64,0.04
29,   HIP 30979 ,4627,0.23,rj61.451,19480.359375,-1.0759999752,14779.0244141,rj61.451,t,j61,451,2008-11-08 12:35,   HIP 30979 ,TYC 5372-2047-1,9.237000465393066,0.016000000759959214,10.550999641418457,0.032000001519918435,9.112074430414928,0.030546881450898945,2MASS J06300731-1148321,6.406000137329103,0.017999999225139618,7.078999996185303,0.024000000208616257,6.436977408182483,0.028981034640206318,2.6750970222324435,0.05952791609110526,4509.402699030618,134.18039331867286,35.0,1.4900000095367432,6.832414652166305,0.34045239970846153,4.157317629933861,0.3388865528977689,0.72,0.03,4.61,0.03,9.75,0.49,0.75,0.05
32,   HIP 36551 ,4501,-0.3,rj61.466,27144.994140599996,-1.01900005341,14779.0693359,rj61.466,t,j61,466,2008-11-08 13:39,   HIP 36551 ,TYC  776-242-1,9.079999923706056,0.017999999225139618,10.435999870300293,0.035999998450279236,8.951135931931029,0.034365238520652056,2MASS J07310770+1436515,6.130000114440918,0.016000000759959214,6.835000038146973,0.019999999552965164,6.160199059819049,0.02715168001959871,2.790936872111982,0.061516918540250765,4417.025335388797,146.31787064250258,47.09000015258789,1.2799999713897705,7.315779391180965,0.2147274418504444,4.524842519068983,0.20751388334939105,0.68,0.04,4.63,0.03,9.65,0.5,0.71,0.05
12,   HIP 10416 ,4743,0.14,rj61.726,-8900.50195312,-0.190999999642,14779.880859399998,rj61.726,t,j61,726,2008-11-09 09:08,   HIP 10416 ,TYC 4693-252-1,8.670000076293945,0.016000000759959214,9.91100025177002,0.02800000086426735,8.551722918630494,0.029334641252197324,2MASS J02141357-0338063,6.014999866485598,0.019999999552965164,6.6599998474121085,0.023000000044703484,6.047142267831247,0.030844033215709967,2.5045806507992463,0.0601786744679073,4654.6270275976285,111.34971470829716,43.72999954223633,1.1799999475479126,6.7556202826239025,0.21271906471354504,4.251039631824658,0.21422845667705764,0.72,0.03,4.61,0.03,9.7,0.5,0.76,0.05
21,   HIP 17496 ,4489,-0.04,rj61.753,4331.03808594,0.9300000071529999,14779.990234399998,rj61.753,t,j61,753,2008-11-09 11:45,   HIP 17496 ,TYC  661-1291-1,9.270000457763672,0.020999999716877937,10.677000045776367,0.04399999976158142,9.136228626611144,0.040698899558819834,2MASS J03445108+1155118,6.203999996185303,0.017000000923871994,6.927000045776367,0.027000000700354576,6.233434250455152,0.028304106610447525,2.9027943761559927,0.06900300616926736,4332.324419460299,149.12368767340863,45.86999893188477,1.440000057220459,7.443872276706793,0.2507925065177505,4.5410779005508,0.2383977135693781,0.67,0.04,4.64,0.03,9.66,0.5,0.7,0.05
20,   HIP 17346 ,4613,0.07,rj61.763,-1134.7869873,1.6679999828299998,14780.019531200001,rj61.763,t,j61,763,2008-11-09 12:28,   HIP 17346 ,TYC 6447-596-1,9.319000244140623,0.017000000923871994,10.651000022888184,0.03400000184774399,9.192397331457205,0.03245606176383793,2MASS J03424468-2427582,6.441999912261963,0.019999999552965164,7.133999824523926,0.027000000700354576,6.472684198983949,0.03111129898694058,2.7197131324732533,0.06356736075077851,4473.2432721796,133.16714323306027,38.560001373291016,1.4199999570846558,7.12308253494684,0.2927886953258237,4.4033694024735865,0.2914439325489264,0.69,0.04,4.62,0.03,9.68,0.5,0.73,0.05
19,   HIP 15673 ,4654,-0.46,rj61.785,6048.92675781,3.2829999923699997,14780.072265600002,rj61.785,t,j61,785,2008-11-09 13:44,   HIP 15673 ,TYC 3323-1143-1,9.15999984741211,0.017999999225139618,10.354000091552734,0.03099999949336052,9.04589047343278,0.03284993883676827,2MASS J03215472+5219531,6.452000141143799,0.027000000700354576,7.118000030517577,0.04100000113248825,6.483761064261669,0.038052168881391804,2.5621294091711118,0.07090210771816008,4604.336231099586,100.14398687569224,44.02999877929688,1.2400000095367432,7.264633840527749,0.22382787484859445,4.702504431356637,0.229030104893218,0.67,0.04,4.64,0.04,9.55,0.49,0.71,0.06
25,   HIP 25220 ,4613,0.05,rj61.791,16154.276367200002,1.5030000209799999,14780.083007799998,rj61.791,t,j61,791,2008-11-09 13:59,   HIP 25220 ,TYC 1300-284-1,8.059000015258789,0.0130000002682209,9.357000350952148,0.020999999716877937,7.935551357496711,0.023304040263704955,2MASS J05233836+1719267,5.227000236511231,0.023000000044703484,5.875999927520753,0.026000000536441803,5.257935460011139,0.03384950082255948,2.6776158974855706,0.05715354108626443,4507.341525580417,138.58145479713787,69.76000213623047,1.5,7.153583783615327,0.14762960068850456,4.475967886129759,0.15817506124735908,0.69,0.04,4.63,0.04,9.66,0.49,0.72,0.05
39,   HIP 41443 ,4613,0.01,rj63.778,21556.2519531,-1.0909999609,14808.025390600002,rj63.778,t,j63,778,2008-12-07 12:36,   HIP 41443 ,TYC 1947-620-1,9.678999900817873,0.02800000086426735,11.00100040435791,0.05700000002980232,9.553330441980057,0.0537601011352241,2MASS J08271146+2855524,6.88700008392334,0.024000000208616257,7.579999923706055,0.01899999938905239,6.918278012788564,0.0352906007462345,2.6350524291914907,0.08905070188145861,4542.492614003546,78.35177755137296,32.709999084472656,1.4199999570846558,7.126733101827147,0.3761620638215574,4.4916806726356535,0.35769256343256783,0.69,0.04,4.62,0.03,9.67,0.5,0.73,0.05
48,   HIP 47201 ,4122,0.03,rj63.779,26908.453125,-2.19199991226,14808.028320299998,rj63.779,t,j63,779,2008-12-07 12:40,   HIP 47201 ,TYC 1959-1522-1,9.569000244140623,0.028999999165534977,11.038000106811523,0.06700000166893005,9.429053905263252,0.05809375941842794,2MASS J09371136+2241393,6.3369998931884775,0.023000000044703484,7.0320000648498535,0.019999999552965164,6.365278798234455,0.03432436042690182,3.0637751070287984,0.09241811984532976,4217.646494483673,132.59703338424143,45.5099983215332,1.4900000095367432,7.719588002708546,0.2777620658895095,4.655812895679748,0.2539926668979834,0.65,0.04,4.65,0.03,9.64,0.5,0.68,0.05
60,   HIP 57274 ,4641,0.08,rj63.1370,27247.724609400004,-3.9660000801099997,14810.037109399998,rj63.1370,t,j63,1370,2008-12-09 12:53,   HIP 57274 ,TYC 2524-2128-1,9.109000205993652,0.017000000923871994,10.420999526977539,0.03099999949336052,8.984259502233881,0.031546881050318484,2MASS J11444095+3057339,6.285999774932861,0.020999999716877937,6.958000183105469,0.01899999938905239,6.3170311094572495,0.032002002567570687,2.667228392776628,0.06354888361788916,4515.856876545943,126.25556339522743,38.650001525878906,1.0900000333786009,6.92000707923403,0.23077159186201104,4.252778686457401,0.2312267133792632,0.71,0.03,4.61,0.03,9.71,0.49,0.75,0.05
49,   HIP 48139 ,4548,0.22,rj63.1375,12047.0722656,-1.4409999847400001,14810.0625,rj63.1375,t,j63,1375,2008-12-09 13:30,   HIP 48139 ,TYC 4383-412-1,9.72599983215332,0.019999999552965164,11.229000091552734,0.04399999976158142,9.58256093421334,0.03939583934523165,2MASS J09484984+6945559,6.820000171661378,0.017999999225139618,7.497000217437744,0.023000000044703484,6.850583347932565,0.029062879111362364,2.731977586280774,0.06845871845659401,4463.432088775288,126.42454254059204,31.15999984741211,1.3899999856948853,7.0505481685824565,0.3753874211086741,4.318570582301682,0.3650544608748048,0.7,0.03,4.62,0.03,9.7,0.49,0.73,0.05
47,   HIP 46417 ,4475,-0.06,rj63.1377,6839.02783203,-0.7319999933239999,14810.0771484,rj63.1377,t,j63,1377,2008-12-09 13:51,   HIP 46417 ,TYC 4547-495-1,9.41100025177002,0.017000000923871994,10.805999755859377,0.035999998450279236,9.278396427963576,0.033062180734202265,2MASS J09275618+8034488,6.291999816894531,0.019999999552965164,7.0250000953674325,0.024000000208616257,6.321062467245262,0.031322711896443936,2.9573339607183122,0.0643848926306462,4292.548340526686,164.89091821260897,43.540000915527344,1.0499999523162842,7.472838597149089,0.19718333938334132,4.5155046364307765,0.19544387054558304,0.67,0.04,4.64,0.03,9.66,0.5,0.7,0.05
97,  HIP 117197 ,4153,-0.38,rj63.1594,-22942.8632812,-22.0690002441,14810.7822266,rj63.1594,t,j63,1594,2008-12-10 06:46,  HIP 117197 ,TYC 2779-1524-1,9.97700023651123,0.035999998450279236,11.618000030517578,0.09200000017881392,9.81850033774564,0.07479167803481221,2MASS J23454949+3615181,6.546999931335449,0.020999999716877937,7.320000171661378,0.03700000047683717,6.574093765123969,0.03284377261397328,3.2444065726216698,0.10763545064878548,4098.226596508763,134.5971743927862,50.77999877929688,1.5800000429153442,8.346963768234017,0.2761510380851585,5.102557195612345,0.2342031326643196,0.6,0.04,4.68,0.03,9.63,0.5,0.62,0.05
45,   HIP 45839 ,4590,0.05,rj63.1698,25683.1953125,0.9100000262260001,14811.137695299998,rj63.1698,t,j63,1698,2008-12-10 15:18,   HIP 45839 ,TYC 4892-471-1,9.30500030517578,0.026000000536441803,10.670999526977539,0.052000001072883606,9.175185385548804,0.04963868102416396,2MASS J09204431-0545144,6.26800012588501,0.028999999165534977,6.965000152587892,0.017999999225139618,6.297584283405717,0.0403215138429485,2.8776011021430863,0.08996019486711246,4351.029509265918,109.62466996756828,41.400001525878906,1.3799999952316284,7.2601871711872095,0.28013861221089675,4.382586069044123,0.2708214450296813,0.68,0.03,4.63,0.03,9.71,0.5,0.72,0.04
50,   HIP 48411 ,4505,0.2,rj63.1699,27984.681640599996,0.456000000238,14811.140625,rj63.1699,t,j63,1699,2008-12-10 15:22,   HIP 48411 ,TYC  240-2143-1,9.00100040435791,0.017999999225139618,10.454000473022461,0.03999999910593033,8.862670741389103,0.03557747871935367,2MASS J09521136+0313184,5.955999851226808,0.016000000759959214,6.696000099182129,0.024000000208616257,5.985631686948423,0.027343953415869482,2.877039054440682,0.06292143213522315,4351.449234787963,155.89238961490378,47.68999862670898,1.5299999713897705,7.254807291028272,0.24757226129704524,4.377768236587594,0.23933873599356106,0.68,0.04,4.63,0.03,9.67,0.49,0.72,0.05
